CUSTOMER_NUMBER,CCAT_CODE,REGION_CODE,REP_CODE,SETTLE_TERMS,NORMAL_PAYTERMS,DISCOUNT,CREDIT_LIMIT
TLOU01,14,3b,06,0.0,120,0,30000
TLOU02,20,25a,ZZZ2,0.0,120,0,5000
TLUC01,49,10a,02,0.0,120,0,2000
TMAE01,21,25b,ZZZ5,0.0,120,0,3000
TMAE02,30,7a,05,0.0,120,0,2000
TMAH01,34,1e,03,0.0,120,0,2000
TMAH02,21,25b,ZZZ5,0.0,30,0,999999
TMAH03,25,11b,02,0.0,120,0,2000
TMAH04,20,25a,ZZZP,0.0,120,0,2000
TMAL01,4,1b,03,0.0,120,0,10000
TMAL02,42,10b,02,0.0,120,0,5000
TMAL03,31,8a,06,0.0,120,0,2500
TMAL04,30,7a,05,0.0,120,0,3000
TMAO01,20,25a,CITC,0.0,120,0,3000
TMAS01,47,2c,06,0.0,30,0,999999
TMAS02,21,25b,ZZZ5,0.0,120,0,5000
TMAS03,28,5b,06,0.0,30,0,0
TMAT01,32,7b,05,0.0,120,0,1500
TMES01,20,25a,ZZZ4,0.0,120,0,3000
TMNU01,21,25b,ZZZ5,0.0,120,0,3000
TMOA01,41,10a,02,0.0,120,0,5000
TMOA02,18,4a,06,0.0,120,0,4000
TMOA03,43,3a,06,0.0,120,0,2500
TMOH01,45,2a,06,0.0,120,0,4000
TMOS01,46,2b,05,0.0,120,0,2000
TMOS02,45,2a,06,0.0,120,0,0
TMOS03,19,4b,06,0.0,120,0,2000
TMUH01,39,6a,04C,0.0,120,0,5000
TMUU01,41,10a,02,0.0,120,0,5000
TNAH02,14,3b,06,0.0,120,0,2500
TNAH03,31,8a,06,0.0,120,0,2500
TNAH06,20,25a,ZZZ2,0.0,120,0,10000
TNAH10,36,7c,05,0.0,30,0,10000
TNAI01,20,25a,ZZZ4,0.0,120,0,0
TNAI02,41,10a,02,0.0,120,0,999999
TNES01,20,25a,CITC,0.0,120,0,1500
TNES02,20,25a,CITC,0.0,120,0,1500
TNET01,39,6a,04,0.0,120,0,3000
TNOW01,29,5a,06,0.0,120,0,10000
TNUW01,40,6b,04,0.0,120,0,2000
TOPC10,5,20a,CONS2,0.0,120,0,999999
TOPC11,21,25b,ZZZ5,0.0,120,0,999999
TOPC12,21,25b,CON2S,0.0,120,0,999999
TOPC13,5,20a,CON6S,0.0,120,0,999999
TOPC14,21,25b,ZZZ5,0.0,120,0,999999
TOPI01,40,6b,04,0.0,120,0,3000
TOPI02,29,5a,06,0.0,120,0,4000
TOPI03,39,6a,04,0.0,120,0,12000
TOPI04,21,25b,ZZZ5,0.0,120,0,500
TOPI05,21,25b,ZZZ5,0.0,120,0,2000
TOPI06,41,10a,02,0.0,120,0,12000
TOPI07,29,5a,01EXP,0.0,120,0,0
TOPI08,21,25b,ZZZ5,0.0,120,0,2000
TOPI09,21,25b,ZZZ5,0.0,120,0,1000
TOPI10,29,5a,06,0.0,120,0,30000
TOPI11,29,5a,01EXP,0.0,120,0,5000
TOPI12,29,5a,06,0.0,120,0,1500
TOPI13,30,7a,05C,0.0,120,0,10000
TOPI14,29,5a,06,0.0,120,0,30000
TOPI15,30,7a,05,0.0,120,0,20000
TOPI16,40,6b,04,0.0,120,0,2000
TOPI17,39,6a,04,0.0,120,0,5000
TOPI18,40,6b,04,0.0,120,0,2000
TOPI19,40,6b,04,0.0,120,0,2000
TOPI20,40,6b,04,0.0,120,0,2000
TOPI21,41,10a,02,0.0,120,0,1000
TOPI22,21,25b,ZZZ5,0.0,120,0,500
TOPI23,20,25a,ZZZ2,0.0,120,0,0
TOPI24,31,8a,05,0.0,120,0,5000
TOPI25,36,7c,05,0.0,120,0,4000
TOPI26,21,25b,ZZZ5,0.0,120,0,2500
TOPI27,21,25b,ZZZ5,0.0,120,0,2000
TOPI28,21,25b,ZZZ5,0.0,120,0,1000
TOPI29,46,2b,05,0.0,120,0,2000
TOPI30,20,25a,ZZZ4,0.0,120,0,2000
TOPI31,21,25b,ZZZ5,0.0,120,0,2000
TOPI32,39,6a,02,0.0,120,0,2000
TOPI33,31,8a,06,0.0,120,0,2500
TOPI34,30,7a,05,0.0,120,0,6000
TOPI44,45,2a,06,0.0,120,0,2000
TOPI45,21,25b,ZZZ5,0.0,120,0,3000
TOPI46,19,4b,03,0.0,120,0,10000
TOPI47,21,25b,ZZZ,0.0,120,0,3000
TOPI48,33,1d,03,0.0,120,0,5000
TOPI49,32,7b,05,0.0,120,0,1000
TOPI50,19,4b,03,0.0,120,0,2000
TOPI51,32,7b,05,0.0,120,0,1000
TOPI52,40,6b,04,0.0,120,0,500
TOPI53,31,8a,05,0.0,120,0,1000
TOPI54,49,10a,02,0.0,120,0,3000
TOPI55,31,8a,06,0.0,120,0,2000
TOPI56,39,6a,02,0.0,120,0,0
TOPI57,21,25b,ZZZ5,0.0,120,0,999999
TOPI58,14,3b,06,0.0,120,0,20000
TOPI59,31,8a,06C,0.0,120,0,1500
TOPI60,47,2c,06,0.0,120,0,5000
TOPI61,32,7b,05,0.0,120,0,5000
TOPI62,37,11a,03,0.0,120,0,20000
TOPI63,14,3b,06,0.0,30,0,999999
TOPI64,30,7a,05,0.0,120,0,999999
TOPI65,25,11b,06,0.0,120,0,999999
TOPI66,34,1e,03,0.0,120,0,999999
TOPO01,40,6b,04C,0.0,120,0,5000
TOPO02,25,11b,06,0.0,120,0,50000
TPAE01,37,11a,03,0.0,120,0,5000
TPAE02,40,6b,04,0.0,120,0,2000
TPAE03,14,3b,06,0.0,120,0,4000
TPAE04,49,10a,02,0.0,120,0,3000
TPAE05,43,3a,06,0.0,120,0,3000
TPAE06,14,3b,06,0.0,120,0,999999
TPAH01,49,10a,02,0.0,120,0,3000
TPAH02,49,10a,02,0.0,120,0,1500
TPEA01,21,25b,ZZZ5,0.0,120,0,7000
TPOG01,37,11a,03,0.0,120,0,4000
TPOG02,39,6a,04,0.0,120,0,5000
TREI01,34,1e,03,0.0,120,0,5000
TRER01,40,6b,04,0.0,120,0,1000
TRIE01,21,25b,ZZZ5,0.0,120,0,1000
TRUH01,33,1d,03,0.0,120,0,5000
TRUT01,32,7b,05,0.0,120,0,2500
TSEL01,18,4a,06,0.0,120,0,5000
TSIH01,21,25b,ZZZ5,0.0,120,0,0
TSUT01,46,2b,05,0.0,120,0,7500
TWAE01,21,25b,ZZZ5,0.0,120,0,5000
TWAE02,16,1c,03,0.0,120,0,6000
TWEZ01,21,25b,ZZZ5,0.0,120,0,500
TWIB01,34,1e,03,0.0,120,0,2000
TWIB02,34,1e,03,0.0,120,0,2000
TWIT01,30,7a,05,0.0,120,0,0
TZIH01,34,1e,03,0.0,60,0,999999
TZIU01,37,11a,03,0.0,120,0,5000
UBAE01,40,6b,04C,0.0,120,0,5000
UBAE02,39,6a,04,0.0,120,0,0
UBLF01,21,25b,ZZZ5,0.0,120,0,500
UBLM01,31,8a,06,0.0,120,0,2000
UBLM02,4,1b,03,0.0,120,0,1000
UBOG01,21,25b,ZZZ5,0.0,120,0,0
UBOG02,21,25b,ZZZ5,0.0,120,0,0
UBOM01,40,6b,04,0.0,120,0,3000
UBOM02,40,6b,04,0.0,120,0,3000
UBOM03,40,6b,04C,0.0,120,0,3000
UBOR01,39,6a,02,0.0,120,0,15000
UBRW01,2,1a,03,0.0,120,0,3000
UDRI01,21,25b,ZZZ5,0.0,120,0,1000
UEQI01,16,1c,03,0.0,120,0,999999
UFAL01,21,25b,ZZZ5,0.0,120,0,15000
UFOR01,21,25b,ZZZ5,0.0,120,0,500
UFOR02,21,25b,ZZZ5,0.0,120,0,3000
UFOR03,21,25b,ZZZ5,0.0,120,0,1000
UFOR04,30,7a,05C,0.0,120,0,2500
UGLC01,31,8a,06,0.0,120,0,5000
UGON01,21,25b,ZZZ5,0.0,120,0,500
UGON02,41,10a,02,0.0,120,0,500
UGOW01,19,4b,06,0.0,120,0,7500
UHOS01,32,7b,05,0.0,120,0,5000
UICS01,21,25b,ZZZ1,0.0,120,0,5000
UIDT01,39,6a,02,0.0,120,0,5500
UJOB01,21,25b,ZZZ5,0.0,120,0,3000
UKLG01,21,25b,04,0.0,120,0,5000
UKRG01,21,25b,ZZZ5,0.0,120,0,4000
UKRG02,21,25b,ZZZ5,0.0,120,0,3000
UKRG03,31,8a,06,0.0,120,0,1000
UKRI01,46,2b,05,0.0,120,0,3000
UKRS01,21,25b,ZZZ5,0.0,120,0,3000
ULAD01,46,2b,03,0.0,120,0,999999
UMBL01,39,6a,04,0.0,120,0,3000
UMFN01,28,5b,06,0.0,60,0,999999
UMKZ01,21,25b,ZZZ5,0.0,120,0,2500
UMNK01,2,1a,03,0.0,120,0,2000
UMOT01,25,11b,06C,0.0,120,0,5000
UMTB01,41,10a,02,0.0,120,0,3000
UNAD01,49,10a,02,0.0,30,0,3000
UNET01,30,7a,05,0.0,120,0,15000
UNET02,21,25b,ZZZ5,0.0,120,0,15000
UNXM01,20,25a,ZZZ2,0.0,120,0,0
UNXM02,25,11b,06,0.0,120,0,2500
UPHN01,40,6b,04,0.0,120,0,999999
UPOL01,21,25b,ZZZ5,0.0,120,0,1000
URAB01,39,6a,02,0.0,120,0,2500
URAF01,20,25a,CITC,0.0,120,0,2000
URAF02,20,25a,CITC,0.0,120,0,2000
UROX01,45,2a,06,0.0,120,0,2500
UROX02,16,1c,03,0.0,120,0,3000
USON01,21,25b,ZZZ5,0.0,120,0,5000
USOT01,43,3a,06,0.0,120,0,3000
USOT02,21,25b,ZZZ1,0.0,120,5,2000
USOT03,41,10a,02,0.0,120,0,2000
USOT05,21,25b,ZZZ5,0.0,120,0,3000
USOT06,21,25b,ZZZ5,0.0,120,0,500
USOT07,41,10a,02C,0.0,120,0,2000
USOT08,41,10a,02,0.0,120,0,1500
USTT01,4,1b,01,0.0,120,0,999999
USTT02,4,1b,01,0.0,30,12,999999
UTAN01,2,1a,03,0.0,120,0,2000
UTAN02,49,10a,02,0.0,120,0,2000
UTRM01,21,25b,ZZZ5,0.0,120,0,1500
UTSE01,14,3b,06,0.0,120,0,0
UYOR01,29,5a,06,0.0,120,0,999999
UYOR02,29,5a,06,0.0,60,0,999999
UZDM00,21,25b,ZZZ5,0.0,30,0,999999
VADE02,21,25b,ZZZ5,0.0,120,0,999999
VCAE01,41,10a,02,0.0,120,0,1000
VDAE01,21,25b,ZZZ5,0.0,120,0,4000
VDAE02,31,8a,06,0.0,120,0,0
VDAI01,21,25b,ZZZ5,0.0,120,5,1000
VDAI02,30,7a,05,0.0,120,0,4000
VDAI03,39,6a,04,0.0,120,5,4000
VDEI01,21,25b,ZZZ5,0.0,120,0,3000
VDEO01,49,10a,02,0.0,120,0,2000
VDER01,28,5b,06,0.0,120,0,20000
VDII01,30,7a,05,0.0,120,0,2000
VGOE01,20,25a,ZZZ4,0.0,120,0,500
VGOE02,40,6b,04C,0.0,120,0,4000
VGOE03,21,25b,ZZZ5,0.0,120,0,0
VGOE04,49,10a,02,0.0,120,0,7500
VGOE06,41,10a,02,0.0,120,0,1500
VGOE07,41,10a,02,0.0,120,0,2000
VGOI02,41,10a,02,0.0,120,0,500
VINE01,21,25b,ZZZ,0.0,120,0,500
VIRI01,39,6a,04,0.0,120,0,15000
VLEI02,30,7a,05C,0.0,120,0,5000
VLEI03,30,7a,05,0.0,120,0,10000
VLEI04,21,25b,ZZZ5,0.0,120,0,200
VLEI05,21,25b,ZZZ5,0.0,30,0,30000
VLEI06,21,25b,ZZZ5,0.0,120,0,20000
VLEY01,46,2b,05,0.0,120,0,7500
VRIO01,32,7b,05C,0.0,120,0,3000
VRIO02,21,25b,ZZZ5,0.0,120,0,2000
VSAA01,20,25a,ZZZ4,0.0,120,0,1500
VSAI01,21,25b,ZZZ5,0.0,120,0,1500
VSAV01,37,11a,03,0.0,120,0,999999
WCEA01,25,11b,02,0.0,120,0,5000
WCOA01,40,6b,04C,0.0,120,0,3000
WDAJ01,21,25b,ZZZ5,0.0,120,0,1000
WDEI01,30,7a,05,0.0,120,0,2000
WDEI02,39,6a,04,0.0,120,0,20000
WDEI03,21,25b,ZZZ5,0.0,120,0,0
WDOL01,21,25b,ZZZ3,0.0,120,0,0
WGOA01,18,4a,07,0.0,120,0,500
WHES01,21,25b,ZZZ5,0.0,120,0,1000
WHOE01,40,6b,04C,0.0,120,0,5000
WKHE01,19,4b,03,0.0,120,0,10000
WLAR01,20,25a,ZZZ3,0.0,120,0,10000
WLAR02,21,25b,ZZZ5,0.0,120,0,20000
WLAR03,25,11b,02,0.0,120,0,5000
WLEI01,49,10a,02,0.0,120,0,6000
WLOE01,4,1b,03,0.0,120,0,2000
WMAE01,32,7b,05,0.0,120,0,2000
WNEB01,40,6b,04,0.0,120,0,1000
WNEC01,43,3a,06,0.0,30,0,2500
WNED01,11,21c,STOCK,0.0,120,0,999999
WNED02,11,21c,STOCK,0.0,120,0,999999
WNED03,11,21c,CONS,0.0,120,0,999999
WNEG01,13,9a,STOCK,0.0,120,0,999999
WNEG02,13,9a,STOCK,0.0,120,0,999999
WNEJ01,12,21b,STOCK,0.0,120,0,999999
WNEL01,30,7a,STOCK,0.0,120,0,0
WNEL02,21,25b,ZZZ5,0.0,120,0,500
WNEL03,14,3b,06,0.0,120,0,0
WNER01,5,20a,CONS,0.0,120,0,999999
WNER02,5,20a,CONS,0.0,120,0,999999
WNER03,5,20a,CONS,0.0,120,0,999999
WNES01,12,21b,SAMPL,0.0,120,0,999999
WNES02,11,21c,STOCK,0.0,30,0,999999
WNES03,11,21c,STOCK,0.0,120,0,999999
WNES04,11,21c,STOCK,0.0,120,0,999999
WNES06,11,21c,STOCK,0.0,120,0,999999999
WNES07,11,21c,STOCK,0.0,120,0,999999
WNES08,11,21c,STOCK,0.0,120,0,999999
WNES09,11,21c,STOCK,0.0,120,0,999999
WNES10,11,21c,STOCK,0.0,120,0,999999
WNES11,11,21c,STOCK,0.0,120,0,999999
WNES12,11,21c,STOCK,0.0,120,0,999999
WNES13,11,21c,STOCK,0.0,30,0,999999
WNES14,11,21c,STOCK,0.0,30,0,999999
WNES15,11,21c,STOCK,0.0,120,0,999999
WNES16,11,21c,STOCK,0.0,120,0,999999
WNES17,11,21c,STOCK,0.0,120,0,999999
WNES18,11,21c,STOCK,0.0,120,0,999999
WNES19,13,9a,SALE,0.0,120,0,999999
WNES20,11,21c,STOCK,0.0,120,0,999999
WNES21,11,21c,STOCK,0.0,120,0,999999
WNES22,13,9a,SALE,0.0,60,0,999999
WNEV01,31,8a,06,0.0,120,0,3000
WNEW01,33,1d,03,0.0,120,0,4000
WNKA01,31,8a,06,0.0,120,0,5000
WPOE01,32,7b,05,0.0,120,0,2000
XDUM01,20,25a,CITC,0.0,120,0,99999
XFOD01,21,25b,ZZZ5,0.0,120,5,4000
XFOY01,30,7a,05,0.0,120,0,999999
XLOT01,21,25b,ZZZ5,0.0,120,0,3000
XLUA01,21,25b,ZZZ5,0.0,120,0,2000
XTAI01,45,2a,06,0.0,120,0,5000
YBAO02,20,25a,CITC,0.0,120,0,3000
YBIE01,41,10a,02,0.0,120,0,5000
YBOS01,21,25b,ZZZ5,0.0,120,0,999999
YBRA01,21,25b,ZZZ5,0.0,120,0,3000
YBUS01,21,25b,ZZZ5,0.0,120,0,999999
YBUS02,21,25b,ZZZ5,0.0,120,0,5000
YBUS03,21,25b,ZZZ5,0.0,120,0,5000
YBUS04,21,25b,ZZZ5,0.0,120,0,5000
YBUS05,21,25b,ZZZ5,0.0,120,0,5000
YBUS06,21,25b,ZZZ5,0.0,30,0,999999
YBUS07,21,25b,ZZZ5,0.0,120,0,5000
YBUS08,21,25b,ZZZ5,0.0,120,0,10000
YBUS09,21,25b,ZZZ5,0.0,120,0,5000
YCRS01,21,25b,ZZZ1,0.0,120,0,999999
YCRS02,31,8a,06,0.0,30,0,5000
YDES01,37,11a,03,0.0,120,0,15000
YDRO01,19,4b,03,0.0,120,0,7500
YHAA01,21,25b,ZZZ5,0.0,120,0,7500
YHAE01,21,25b,ZZZ5,0.0,120,5,1000
YKAE01,46,2b,05,0.0,120,0,4000
YKAE02,43,3a,05,0.0,120,0,5000
YKAE03,30,7a,05,0.0,120,0,3000
YKAE04,21,25b,ZZZ5,0.0,120,0,3000
YKNS01,39,6a,04,0.0,120,0,6000
YLAC01,39,6a,02,0.0,120,0,2000
YMAA01,41,10a,02,0.0,120,0,5000
YMAA02,21,25b,ZZZ5,0.0,120,0,4000
YMAA03,41,10a,02,0.0,120,0,8000
YMAF02,36,7c,05,0.0,120,0,1000
YMAO01,46,2b,05,0.0,120,0,2000
YMEE01,31,8a,06,0.0,120,0,2000
YMEE02,2,1a,03,0.0,120,0,4000
YMEE04,29,5a,01EXP,0.0,120,0,4000
YMEE05,30,7a,05,0.0,120,0,30000
YMEE07,46,2b,03,0.0,120,0,10000
YMEE08,20,25a,ZZZ,0.0,120,0,7500
YNAA01,41,10a,02,0.0,120,0,3000
YRAA01,20,25a,ZZZ2,0.0,120,0,1000
YRAN01,39,6a,04,0.0,120,0,3000
YREN01,40,6b,04,0.0,120,0,1000
YREN02,21,25b,ZZZ5,0.0,120,0,4000
YREN03,33,1d,03C,0.0,30,0,2000
YROA01,12,21b,SAMPL,0.0,30,0,500000000
YROA02,12,21b,SAMPL,0.0,30,0,999999
YROA11,12,21b,SAMPL,0.0,120,0,999999
YROA12,12,21b,SAMPL,0.0,120,0,999999
YROA13,12,21b,CONS,0.0,120,0,999999
YROA14,13,9a,SAMPL,0.0,30,0,999999
YRUS01,25,11b,06,0.0,120,0,4000
YSTL01,20,25a,ZZZP,0.0,120,0,10000
YSTL02,41,10a,02,0.0,120,0,2000
YSTL03,41,10a,02,0.0,120,0,2000
YSTL04,21,25b,ZZZ5,0.0,120,0,10000
YTAL03,34,1e,03,0.0,120,0,5000
ZBOE01,4,1b,01,0.0,120,0,999999
ZDEI01,32,7b,05,0.0,120,0,10000
ZDOE01,30,7a,05,0.0,120,0,10000
ZDOE02,21,25b,ZZZ5,0.0,120,0,999999
ZHAY01,21,25b,ZZZ5,0.0,120,5,4000
ZHAY02,19,4b,03,0.0,120,0,2000
ZMAU01,37,11a,03,0.0,120,0,0
ZNAE01,46,2b,05,0.0,120,0,30000
ZNAO01,43,3a,06,0.0,120,0,2500
