CUSTOMER_NUMBER,CCAT_CODE,REGION_CODE,REP_CODE,SETTLE_TERMS,NORMAL_PAYTERMS,DISCOUNT,CREDIT_LIMIT,REGION_DESC,CCAT_DESC,PARAMETER,PARAMETER_GROUP
SMOI01,29,5a,06,0,120,0,5000,Botswana and Exports,Botswana (Exports),,
SMOW01,19,4b,03,0,120,0,15000,Nelspruit / Tzaneen,Nelspruit / Tzaneen,,
SMTH01,34,1e,03,0,120,0,50000,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
SMUH01,19,4b,06,0,120,0,999999,Nelspruit / Tzaneen,Nelspruit / Tzaneen,,
SNTA01,31,8a,06,0,120,0,100,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
SNTH01,39,6a,02,0,120,0,0,East Cape,Eastern Cape,,
SNTO01,18,4a,06,0,120,0,5000,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
SNUI01,40,6b,04,0,120,0,5000,West Cape,Western Cape / Cape Town,,
SRAO01,4,1b,03,0,30,0,2000,Pretoria North/South/West,Pretoria North/South /West,,
SROE01,30,7a,05,0,120,0,0,Gauteng N - Sandton,Gauteng North - Sandton,,
SROE05,32,7b,05,0,120,0,3500,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
SROE06,45,2a,06,0,120,0,3000,Vaal Triangle,Vaal Triangle,,
SROS01,47,2c,06,0,120,0,5000,Potch / Krugersdorp / Kuruman,Potch KlerksD Kuruman,,
SROS02,25,11b,06,0,120,0,5000,Ermelo / Piet Retief,Ermelo / Piet Retief,,
SSEH01,47,2c,06,0,120,0,2000,Potch / Krugersdorp / Kuruman,Potch KlerksD Kuruman,,
SVII01,42,10b,02,0,120,0,3000,Midlands,Midlands,,
SVII02,31,8a,06,0,120,0,5000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
SVII03,29,5a,06,0,120,0,3000,Botswana and Exports,Botswana (Exports),,
SVII05,29,5a,06,0,120,0,1500,Botswana and Exports,Botswana (Exports),,
SVII07,43,3a,06,0,120,0,5000,Soweto/Lenasia,Soweto / Lenasia,,
SVII09,30,7a,05,0,120,0,10000,Gauteng N - Sandton,Gauteng North - Sandton,,
SVII11,39,6a,04,0,120,0,2000,East Cape,Eastern Cape,,
SVII12,32,7b,05,0,120,0,1000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
SVII13,46,2b,05,0,120,0,1000,Krugersdorp / Sun City,Krugersdorp Suncity,,
SVII14,32,7b,05,0,120,0,5000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
SVII15,32,7b,05,0,120,0,2000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
SVII16,46,2b,05,0,120,0,1000,Krugersdorp / Sun City,Krugersdorp Suncity,,
SVII18,39,6a,02,0,120,0,3000,East Cape,Eastern Cape,,
SVII19,32,7b,05,0,120,0,999999,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
SVIS01,19,4b,03,0,120,0,2000,Nelspruit / Tzaneen,Nelspruit / Tzaneen,,
SVIU01,42,10b,02,0,120,0,2000,Midlands,Midlands,,
SVIU02,41,10a,02,0,120,0,5000,Durban,KZN/DBN,,
SVIU03,42,10b,02,0,120,0,4000,Midlands,Midlands,,
SVIU04,31,8a,06,0,120,0,5000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
SVIU05,34,1e,03,0,30,0,2500,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
SWET01,41,10a,02,0,120,0,20000,Durban,KZN/DBN,,
SWET02,29,5a,06,0,120,0,1000,Botswana and Exports,Botswana (Exports),,
SWET04,41,10a,02,0,120,0,3000,Durban,KZN/DBN,,
SWET06,49,10a,02,0,120,0,999999,Durban,KwaZulu-Natal / Durban,,
SYSE01,31,8a,06,0,120,0,4000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
SYSE04,33,1d,03,0,120,0,13000,Pretoria,Pretoria,,
TACI01,29,5a,06C,0,120,0,1500,Botswana and Exports,Botswana (Exports),,
TBEH01,42,10b,02,0,120,0,12000,Midlands,Midlands,,
TBOH01,46,2b,05,0,120,0,2000,Krugersdorp / Sun City,Krugersdorp Suncity,,
TBOH02,41,10a,02,0,120,0,5000,Durban,KZN/DBN,,
TBOH03,37,11a,03,0,30,0,2000,Free State / Lesotho,Free State,,
TBOH04,40,6b,04,0,60,0,999999,West Cape,Western Cape / Cape Town,,
TBOJ01,32,7b,05C,0,120,0,2000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
TBOS01,37,11a,03,0,120,0,0,Free State / Lesotho,Free State,,
TCIY01,14,3b,06,0,120,0,3000,Johannesburg CBD,Johannesburg CBD,,
TCIY02,14,3b,06,0,120,0,2000,Johannesburg CBD,Johannesburg CBD,,
TDAE01,31,8a,06,0,120,0,2500,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
TDUO01,32,7b,05,0,120,0,2000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
TDUT01,39,6a,02,0,120,0,3000,East Cape,Eastern Cape,,
TESH01,32,7b,05,0,120,0,4000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
TGAE01,40,6b,04,0,120,0,1000,West Cape,Western Cape / Cape Town,,
TINR01,40,6b,04,0,30,18,20000,West Cape,Western Cape / Cape Town,,
TKAH01,41,10a,02,0,120,0,2500,Durban,KZN/DBN,,
TLES03,18,4a,06,0,120,0,1500,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
TLOT01,19,4b,03,0,120,0,15000,Nelspruit / Tzaneen,Nelspruit / Tzaneen,,
TLOU01,14,3b,06,0,120,0,30000,Johannesburg CBD,Johannesburg CBD,,
TLUC01,49,10a,02,0,120,0,2000,Durban,KwaZulu-Natal / Durban,,
TMAE02,30,7a,05,0,120,0,2000,Gauteng N - Sandton,Gauteng North - Sandton,,
TMAH01,34,1e,03,0,120,0,2000,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
TMAH03,25,11b,02,0,120,0,2000,Ermelo / Piet Retief,Ermelo / Piet Retief,,
TMAL01,4,1b,03,0,120,0,10000,Pretoria North/South/West,Pretoria North/South /West,,
TMAL02,42,10b,02,0,120,0,5000,Midlands,Midlands,,
TMAL03,31,8a,06,0,120,0,2500,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
TMAL04,30,7a,05,0,120,0,3000,Gauteng N - Sandton,Gauteng North - Sandton,,
TMAS01,47,2c,06,0,30,0,999999,Potch / Krugersdorp / Kuruman,Potch KlerksD Kuruman,,
TMAT01,32,7b,05,0,120,0,1500,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
TMOA01,41,10a,02,0,120,0,5000,Durban,KZN/DBN,,
TMOA02,18,4a,06,0,120,0,4000,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
TMOA03,43,3a,06,0,120,0,2500,Soweto/Lenasia,Soweto / Lenasia,,
TMOH01,45,2a,06,0,120,0,4000,Vaal Triangle,Vaal Triangle,,
TMOS01,46,2b,05,0,120,0,2000,Krugersdorp / Sun City,Krugersdorp Suncity,,
TMOS02,45,2a,06,0,120,0,0,Vaal Triangle,Vaal Triangle,,
TMOS03,19,4b,06,0,120,0,2000,Nelspruit / Tzaneen,Nelspruit / Tzaneen,,
TMUU01,41,10a,02,0,120,0,5000,Durban,KZN/DBN,,
TNAH02,14,3b,06,0,120,0,2500,Johannesburg CBD,Johannesburg CBD,,
TNAH03,31,8a,06,0,120,0,2500,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
TNAH10,36,7c,05,0,30,0,10000,Gauteng N - Eastgate/Norwood/Midrand,Gauteng North - Eastgate / Norwood / Midrand,,
TNAI02,41,10a,02,0,120,0,999999,Durban,KZN/DBN,,
TNET01,39,6a,04,0,120,0,3000,East Cape,Eastern Cape,,
TNOW01,29,5a,06,0,120,0,10000,Botswana and Exports,Botswana (Exports),,
TNUW01,40,6b,04,0,120,0,2000,West Cape,Western Cape / Cape Town,,
TOPI01,40,6b,04,0,120,0,3000,West Cape,Western Cape / Cape Town,,
TOPI02,29,5a,06,0,120,0,4000,Botswana and Exports,Botswana (Exports),,
TOPI03,39,6a,04,0,120,0,12000,East Cape,Eastern Cape,,
TOPI06,41,10a,02,0,120,0,12000,Durban,KZN/DBN,,
TOPI07,29,5a,01EXP,0,120,0,0,Botswana and Exports,Botswana (Exports),,
TOPI10,29,5a,06,0,120,0,30000,Botswana and Exports,Botswana (Exports),,
TOPI11,29,5a,01EXP,0,120,0,5000,Botswana and Exports,Botswana (Exports),,
TOPI12,29,5a,06,0,120,0,1500,Botswana and Exports,Botswana (Exports),,
TOPI13,30,7a,05C,0,120,0,10000,Gauteng N - Sandton,Gauteng North - Sandton,,
TOPI14,29,5a,06,0,120,0,30000,Botswana and Exports,Botswana (Exports),,
TOPI15,30,7a,05,0,120,0,20000,Gauteng N - Sandton,Gauteng North - Sandton,,
TOPI16,40,6b,04,0,120,0,2000,West Cape,Western Cape / Cape Town,,
TOPI17,39,6a,04,0,120,0,5000,East Cape,Eastern Cape,,
TOPI18,40,6b,04,0,120,0,2000,West Cape,Western Cape / Cape Town,,
TOPI19,40,6b,04,0,120,0,2000,West Cape,Western Cape / Cape Town,,
TOPI20,40,6b,04,0,120,0,2000,West Cape,Western Cape / Cape Town,,
TOPI21,41,10a,02,0,120,0,1000,Durban,KZN/DBN,,
TOPI24,31,8a,05,0,120,0,5000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
TOPI25,36,7c,05,0,120,0,4000,Gauteng N - Eastgate/Norwood/Midrand,Gauteng North - Eastgate / Norwood / Midrand,,
TOPI29,46,2b,05,0,120,0,2000,Krugersdorp / Sun City,Krugersdorp Suncity,,
TOPI32,39,6a,02,0,120,0,2000,East Cape,Eastern Cape,,
TOPI33,31,8a,06,0,120,0,2500,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
TOPI34,30,7a,05,0,120,0,6000,Gauteng N - Sandton,Gauteng North - Sandton,,
TOPI44,45,2a,06,0,120,0,2000,Vaal Triangle,Vaal Triangle,,
TOPI46,19,4b,03,0,120,0,10000,Nelspruit / Tzaneen,Nelspruit / Tzaneen,,
TOPI48,33,1d,03,0,120,0,5000,Pretoria,Pretoria,,
TOPI50,19,4b,03,0,120,0,2000,Nelspruit / Tzaneen,Nelspruit / Tzaneen,,
TOPI51,32,7b,05,0,120,0,1000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
TOPI52,40,6b,04,0,120,0,500,West Cape,Western Cape / Cape Town,,
TOPI53,31,8a,05,0,120,0,1000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
TOPI54,49,10a,02,0,120,0,3000,Durban,KwaZulu-Natal / Durban,,
TOPI55,31,8a,06,0,120,0,2000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
TOPI56,39,6a,02,0,120,0,0,East Cape,Eastern Cape,,
TOPI58,14,3b,06,0,120,0,20000,Johannesburg CBD,Johannesburg CBD,,
TOPI59,31,8a,06C,0,120,0,1500,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
TOPI60,47,2c,06,0,120,0,5000,Potch / Krugersdorp / Kuruman,Potch KlerksD Kuruman,,
TOPI61,32,7b,05,0,120,0,5000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
TOPI62,37,11a,03,0,120,0,20000,Free State / Lesotho,Free State,,
TOPI63,14,3b,06,0,30,0,999999,Johannesburg CBD,Johannesburg CBD,,
TOPI64,30,7a,05,0,120,0,999999,Gauteng N - Sandton,Gauteng North - Sandton,,
TOPI65,25,11b,06,0,120,0,999999,Ermelo / Piet Retief,Ermelo / Piet Retief,,
TOPI66,34,1e,03,0,120,0,999999,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
TOPO02,25,11b,06,0,120,0,50000,Ermelo / Piet Retief,Ermelo / Piet Retief,,
TPAE01,37,11a,03,0,120,0,5000,Free State / Lesotho,Free State,,
TPAE02,40,6b,04,0,120,0,2000,West Cape,Western Cape / Cape Town,,
TPAE03,14,3b,06,0,120,0,4000,Johannesburg CBD,Johannesburg CBD,,
TPAE04,49,10a,02,0,120,0,3000,Durban,KwaZulu-Natal / Durban,,
TPAE05,43,3a,06,0,120,0,3000,Soweto/Lenasia,Soweto / Lenasia,,
TPAE06,14,3b,06,0,120,0,999999,Johannesburg CBD,Johannesburg CBD,,
TPAH01,49,10a,02,0,120,0,3000,Durban,KwaZulu-Natal / Durban,,
TPAH02,49,10a,02,0,120,0,1500,Durban,KwaZulu-Natal / Durban,,
TPOG01,37,11a,03,0,120,0,4000,Free State / Lesotho,Free State,,
TPOG02,39,6a,04,0,120,0,5000,East Cape,Eastern Cape,,
TREI01,34,1e,03,0,120,0,5000,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
TRER01,40,6b,04,0,120,0,1000,West Cape,Western Cape / Cape Town,,
TRUH01,33,1d,03,0,120,0,5000,Pretoria,Pretoria,,
TRUT01,32,7b,05,0,120,0,2500,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
TSEL01,18,4a,06,0,120,0,5000,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
TSUT01,46,2b,05,0,120,0,7500,Krugersdorp / Sun City,Krugersdorp Suncity,,
TWAE02,16,1c,03,0,120,0,6000,Pretoria East,Pretoria East,,
TWIB01,34,1e,03,0,120,0,2000,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
TWIB02,34,1e,03,0,120,0,2000,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
TWIT01,30,7a,05,0,120,0,0,Gauteng N - Sandton,Gauteng North - Sandton,,
TZIH01,34,1e,03,0,60,0,999999,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
TZIU01,37,11a,03,0,120,0,5000,Free State / Lesotho,Free State,,
UBAE02,39,6a,04,0,120,0,0,East Cape,Eastern Cape,,
UBLM01,31,8a,06,0,120,0,2000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
UBLM02,4,1b,03,0,120,0,1000,Pretoria North/South/West,Pretoria North/South /West,,
UBOM01,40,6b,04,0,120,0,3000,West Cape,Western Cape / Cape Town,,
UBOM02,40,6b,04,0,120,0,3000,West Cape,Western Cape / Cape Town,,
UBOM03,40,6b,04C,0,120,0,3000,West Cape,Western Cape / Cape Town,,
UBOR01,39,6a,02,0,120,0,15000,East Cape,Eastern Cape,,
UBRW01,2,1a,03,0,120,0,3000,Pretoria Central,Pretoria Central,,
UEQI01,16,1c,03,0,120,0,999999,Pretoria East,Pretoria East,,
UFOR04,30,7a,05C,0,120,0,2500,Gauteng N - Sandton,Gauteng North - Sandton,,
UGLC01,31,8a,06,0,120,0,5000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
UGON02,41,10a,02,0,120,0,500,Durban,KZN/DBN,,
UGOW01,19,4b,06,0,120,0,7500,Nelspruit / Tzaneen,Nelspruit / Tzaneen,,
UHOS01,32,7b,05,0,120,0,5000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
UIDT01,39,6a,02,0,120,0,5500,East Cape,Eastern Cape,,
UKRG03,31,8a,06,0,120,0,1000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
UKRI01,46,2b,05,0,120,0,3000,Krugersdorp / Sun City,Krugersdorp Suncity,,
ULAD01,46,2b,03,0,120,0,999999,Krugersdorp / Sun City,Krugersdorp Suncity,,
UMBL01,39,6a,04,0,120,0,3000,East Cape,Eastern Cape,,
UMNK01,2,1a,03,0,120,0,2000,Pretoria Central,Pretoria Central,,
UMTB01,41,10a,02,0,120,0,3000,Durban,KZN/DBN,,
UNAD01,49,10a,02,0,30,0,3000,Durban,KwaZulu-Natal / Durban,,
UNXM02,25,11b,06,0,120,0,2500,Ermelo / Piet Retief,Ermelo / Piet Retief,,
UPHN01,40,6b,04,0,120,0,999999,West Cape,Western Cape / Cape Town,,
URAB01,39,6a,02,0,120,0,2500,East Cape,Eastern Cape,,
UROX01,45,2a,06,0,120,0,2500,Vaal Triangle,Vaal Triangle,,
UROX02,16,1c,03,0,120,0,3000,Pretoria East,Pretoria East,,
USOT01,43,3a,06,0,120,0,3000,Soweto/Lenasia,Soweto / Lenasia,,
USOT03,41,10a,02,0,120,0,2000,Durban,KZN/DBN,,
USOT07,41,10a,02C,0,120,0,2000,Durban,KZN/DBN,,
USOT08,41,10a,02,0,120,0,1500,Durban,KZN/DBN,,
USTT01,4,1b,01,0,120,0,999999,Pretoria North/South/West,Pretoria North/South /West,,
USTT02,4,1b,01,0,30,12,999999,Pretoria North/South/West,Pretoria North/South /West,,
UTAN01,2,1a,03,0,120,0,2000,Pretoria Central,Pretoria Central,,
UTAN02,49,10a,02,0,120,0,2000,Durban,KwaZulu-Natal / Durban,,
UTSE01,14,3b,06,0,120,0,0,Johannesburg CBD,Johannesburg CBD,,
UYOR01,29,5a,06,0,120,0,999999,Botswana and Exports,Botswana (Exports),,
UYOR02,29,5a,06,0,60,0,999999,Botswana and Exports,Botswana (Exports),,
VCAE01,41,10a,02,0,120,0,1000,Durban,KZN/DBN,,
VDAE02,31,8a,06,0,120,0,0,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
VDAI02,30,7a,05,0,120,0,4000,Gauteng N - Sandton,Gauteng North - Sandton,,
VDAI03,39,6a,04,0,120,5,4000,East Cape,Eastern Cape,,
VDEO01,49,10a,02,0,120,0,2000,Durban,KwaZulu-Natal / Durban,,
VGOE02,40,6b,04C,0,120,0,4000,West Cape,Western Cape / Cape Town,,
VGOE04,49,10a,02,0,120,0,7500,Durban,KwaZulu-Natal / Durban,,
VGOE06,41,10a,02,0,120,0,1500,Durban,KZN/DBN,,
VGOE07,41,10a,02,0,120,0,2000,Durban,KZN/DBN,,
VGOI02,41,10a,02,0,120,0,500,Durban,KZN/DBN,,
VIRI01,39,6a,04,0,120,0,15000,East Cape,Eastern Cape,,
VLEI03,30,7a,05,0,120,0,10000,Gauteng N - Sandton,Gauteng North - Sandton,,
VLEY01,46,2b,05,0,120,0,7500,Krugersdorp / Sun City,Krugersdorp Suncity,,
VSAV01,37,11a,03,0,120,0,999999,Free State / Lesotho,Free State,,
WCEA01,25,11b,02,0,120,0,5000,Ermelo / Piet Retief,Ermelo / Piet Retief,,
WDEI01,30,7a,05,0,120,0,2000,Gauteng N - Sandton,Gauteng North - Sandton,,
WDEI02,39,6a,04,0,120,0,20000,East Cape,Eastern Cape,,
WGOA01,18,4a,07,0,120,0,500,Pietersburg / Potgietersrus,Pietersburg / Potgietersrus,,
WKHE01,19,4b,03,0,120,0,10000,Nelspruit / Tzaneen,Nelspruit / Tzaneen,,
WLAR03,25,11b,02,0,120,0,5000,Ermelo / Piet Retief,Ermelo / Piet Retief,,
WLEI01,49,10a,02,0,120,0,6000,Durban,KwaZulu-Natal / Durban,,
WLOE01,4,1b,03,0,120,0,2000,Pretoria North/South/West,Pretoria North/South /West,,
WMAE01,32,7b,05,0,120,0,2000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
WNEB01,40,6b,04,0,120,0,1000,West Cape,Western Cape / Cape Town,,
WNEC01,43,3a,06,0,30,0,2500,Soweto/Lenasia,Soweto / Lenasia,,
WNEL01,30,7a,STOCK,0,120,0,0,Gauteng N - Sandton,Gauteng North - Sandton,,
WNEL03,14,3b,06,0,120,0,0,Johannesburg CBD,Johannesburg CBD,,
WNEV01,31,8a,06,0,120,0,3000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
WNEW01,33,1d,03,0,120,0,4000,Pretoria,Pretoria,,
WNKA01,31,8a,06,0,120,0,5000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
WPOE01,32,7b,05,0,120,0,2000,Gauteng N - Randburg/Rivonia,Gauteng North - Randburg / Rivonia,,
XTAI01,45,2a,06,0,120,0,5000,Vaal Triangle,Vaal Triangle,,
YBIE01,41,10a,02,0,120,0,5000,Durban,KZN/DBN,,
YCRS02,31,8a,06,0,30,0,5000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
YDES01,37,11a,03,0,120,0,15000,Free State / Lesotho,Free State,,
YDRO01,19,4b,03,0,120,0,7500,Nelspruit / Tzaneen,Nelspruit / Tzaneen,,
YKAE01,46,2b,05,0,120,0,4000,Krugersdorp / Sun City,Krugersdorp Suncity,,
YKAE02,43,3a,05,0,120,0,5000,Soweto/Lenasia,Soweto / Lenasia,,
YKAE03,30,7a,05,0,120,0,3000,Gauteng N - Sandton,Gauteng North - Sandton,,
YKNS01,39,6a,04,0,120,0,6000,East Cape,Eastern Cape,,
YLAC01,39,6a,02,0,120,0,2000,East Cape,Eastern Cape,,
YMAA01,41,10a,02,0,120,0,5000,Durban,KZN/DBN,,
YMAA03,41,10a,02,0,120,0,8000,Durban,KZN/DBN,,
YMAF02,36,7c,05,0,120,0,1000,Gauteng N - Eastgate/Norwood/Midrand,Gauteng North - Eastgate / Norwood / Midrand,,
YMAO01,46,2b,05,0,120,0,2000,Krugersdorp / Sun City,Krugersdorp Suncity,,
YMEE01,31,8a,06,0,120,0,2000,Gauteng E - Alberton/Benoni/Kempton,Gauteng East,,
YMEE02,2,1a,03,0,120,0,4000,Pretoria Central,Pretoria Central,,
YMEE04,29,5a,01EXP,0,120,0,4000,Botswana and Exports,Botswana (Exports),,
YMEE05,30,7a,05,0,120,0,30000,Gauteng N - Sandton,Gauteng North - Sandton,,
YMEE07,46,2b,03,0,120,0,10000,Krugersdorp / Sun City,Krugersdorp Suncity,,
YNAA01,41,10a,02,0,120,0,3000,Durban,KZN/DBN,,
YRAN01,39,6a,04,0,120,0,3000,East Cape,Eastern Cape,,
YREN01,40,6b,04,0,120,0,1000,West Cape,Western Cape / Cape Town,,
YRUS01,25,11b,06,0,120,0,4000,Ermelo / Piet Retief,Ermelo / Piet Retief,,
YSTL02,41,10a,02,0,120,0,2000,Durban,KZN/DBN,,
YSTL03,41,10a,02,0,120,0,2000,Durban,KZN/DBN,,
YTAL03,34,1e,03,0,120,0,5000,Witbank/Middelburg,Witbank / Middelburg (Mpumalanga),,
ZBOE01,4,1b,01,0,120,0,999999,Pretoria North/South/West,Pretoria North/South /West,,
ZDOE01,30,7a,05,0,120,0,10000,Gauteng N - Sandton,Gauteng North - Sandton,,
ZHAY02,19,4b,03,0,120,0,2000,Nelspruit / Tzaneen,Nelspruit / Tzaneen,,
ZMAU01,37,11a,03,0,120,0,0,Free State / Lesotho,Free State,,
ZNAE01,46,2b,05,0,120,0,30000,Krugersdorp / Sun City,Krugersdorp Suncity,,
ZNAO01,43,3a,06,0,120,0,2500,Soweto/Lenasia,Soweto / Lenasia,,
