CUSTOMER_NUMBER,CCAT_CODE,REGION_CODE,REP_CODE,SETTLE_TERMS,NORMAL_PAYTERMS,DISCOUNT,CREDIT_LIMIT,COMM_METHOD,COMMISSION,REP_DESC_CLEAN,REP_GROUP,PARAMETER,REGION_DESC,PROVINCE,CCAT_DESC,CCAT_GROUP
SEKT04,21,25b,ZZZ1,0,120,0,0,,,,,,,,,
SESE01,41,10a,02,0,120,0,1000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
SESEOC,6,21a,CONS,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Advertising Appro,Internal: Advertising
SESI01,31,8a,06,0,120,0,2000,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
SEXE01,21,25b,ZZZ5,0,120,0,5000,,,,,,,,,
SEYO01,21,25b,ZZZ5,0,120,0,500,,,,,,,,,
SFIM01,30,7a,05,0,30,0,3000,Sales,0.5,RL,Sales Rep,,Gauteng N - Sandton,Gauteng,,
SFOC01,40,6b,01,0,120,0,30000,Sales,0.0,HEAD OFFICE,Internal Sales,,West Cape,Western Cape,,
SFOC02,21,25b,01,0,30,0,30000,Sales,0.0,HEAD OFFICE,Internal Sales,,,,,
SGBM01,21,25b,ZZZ5,0,120,0,5000,,,,,,,,,
SHAS01,4,1b,03,0,30,0,500,Sales,0.5,BJ,Sales Rep,,Pretoria North/South/West,Gauteng,,
SHAS02,21,25b,ZZZ5,0,120,0,4000,,,,,Closed,,,,
SHAS03,18,4a,06,0,120,0,7000,Sales,0.0,DA,Sales Rep,,Pietersburg / Potgietersrus,Limpopo,,
SHAS04,16,1c,03,0,120,0,2000,Sales,0.5,BJ,Sales Rep,,Pretoria East,Gauteng,,
SINI01,36,7c,05C,0,120,0,2000,Sales,0.5,RL,Sales Rep,Trading Account,Gauteng N - Eastgate/Norwood/Midrand,Gauteng,,
SINI02,41,10a,02,0,120,0,2500,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
SINIC1,5,20a,CONS5,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
SINIOC,21,25b,ZZZ5,0,120,0,999999,,,,,Consignment,,,,
SJAS01,43,3a,05,0,120,0,5000,Sales,0.5,RL,Sales Rep,,Soweto/Lenasia,Gauteng,,
SJOE01,21,25b,ZZZ5,0,120,0,3000,,,,,,,,,
SJOHOC,5,20a,CONS2,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,,,,Consignment,Channel: Consignment
SKAI01,41,10a,02,0,120,0,1500,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
SKAO01,41,10a,02C,0,120,0,3000,Sales,0.5,R,Sales Rep,Trading Account,Durban,KwaZulu-Natal,,
SKAOC1,5,20a,CONS2,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
SKAOOC,5,20a,CON2S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
SKEH01,43,3a,05,0,120,0,999999,Sales,0.5,RL,Sales Rep,,Soweto/Lenasia,Gauteng,,
SLAE01,21,25b,ZZZ5,0,120,0,3000,,,,,,,,,
SLEE01,32,7b,05,0,120,5,3000,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
SLEE02,20,25a,ZZZ2,0,120,0,5000,,,,,,,,,
SLEE03,14,3b,06,0,120,0,2500,Sales,0.0,DA,Sales Rep,,Johannesburg CBD,Gauteng,,
SLEE04,32,7b,06,0,30,0,2000,Sales,0.0,DA,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
SLEH01,37,11a,03,0,120,0,7500,Sales,0.5,BJ,Sales Rep,,Free State / Lesotho,Free State,,
SLEHCO,5,20a,STAND,0,30,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
SLEO01,46,2b,03,0,120,0,1000,Sales,0.5,BJ,Sales Rep,,Krugersdorp / Sun City,North West,,
SLIS01,39,6a,04,0,120,0,1000,Sales,0.5,BM,Sales Rep,,East Cape,Eastern Cape,,
SLUT01,40,6b,04,0,120,0,2000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
SMAA01,20,25a,CITC,0,120,0,5000,Sales,0.5,,Unclassified_Missing_Data,,,,,
SMAA02,20,25a,ZZZ3,0,120,0,5000,,,,,,,,,
SMAE01,20,25a,CITC,0,120,0,3000,Sales,0.5,,Unclassified_Missing_Data,,,,,
SMAE02,19,4b,03,0,120,0,0,Sales,0.5,BJ,Sales Rep,,Nelspruit / Tzaneen,Mpumalanga,,
SMAE03,18,4a,06,0,120,0,1000,Sales,0.0,DA,Sales Rep,,Pietersburg / Potgietersrus,Limpopo,,
SMAH01,20,25a,06,0,120,0,5000,Sales,0.0,DA,Sales Rep,,,,,
SMAI01,34,1e,03,0,120,0,2000,Sales,0.5,BJ,Sales Rep,,Witbank/Middelburg,Mpumalanga,,
SMAT02,16,1c,03C,0,120,0,2000,Sales,0.5,BJ,Sales Rep,Trading Account,Pretoria East,Gauteng,,
SMATC1,5,20a,CON3S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
SMATC1,5,20a,CON3S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
SMATC2,5,20a,CONS3,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
SMEK02,21,25b,ZZZ5,0,120,0,3000,,,,,,,,,
SMIT01,16,1c,03,0,120,0,3000,Sales,0.5,BJ,Sales Rep,,Pretoria East,Gauteng,,
SMOI01,29,5a,06,0,120,0,5000,Sales,0.0,DA,Sales Rep,,Botswana and Exports,Export,Exports incl Botswana,Channel: Export
SMOW01,19,4b,03,0,120,0,15000,Sales,0.5,BJ,Sales Rep,,Nelspruit / Tzaneen,Mpumalanga,,
SMTH01,34,1e,03,0,120,0,50000,Sales,0.5,BJ,Sales Rep,,Witbank/Middelburg,Mpumalanga,,
SMTHOC,5,20a,STAN3,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
SMUH01,19,4b,06,0,120,0,999999,Sales,0.0,DA,Sales Rep,,Nelspruit / Tzaneen,Mpumalanga,,
SNTA01,31,8a,06,0,120,0,100,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
SNTH01,39,6a,02,0,120,0,0,Sales,0.5,R,Sales Rep,,East Cape,Eastern Cape,,
SNTO01,18,4a,06,0,120,0,5000,Sales,0.0,DA,Sales Rep,,Pietersburg / Potgietersrus,Limpopo,,
SNUI01,40,6b,04,0,120,0,5000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
SNUI02,40,6b,04C,0,120,0,2000,Sales,0.5,BM,Sales Rep,Trading Account,West Cape,Western Cape,,
SNUIC1,5,20a,CONS4,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
SOOT01,21,25b,ZZZ1,0,120,0,3000,,,,,,,,,
SPIT01,40,6b,04C,0,120,0,2500,Sales,0.5,BM,Sales Rep,Trading Account,West Cape,Western Cape,,
SPITCO,5,20a,ZZZ5,0,120,0,999999,,,,,Consignment,,,Consignment,Channel: Consignment
SRAO01,4,1b,03,0,30,0,2000,Sales,0.5,BJ,Sales Rep,,Pretoria North/South/West,Gauteng,,
SROE01,30,7a,05,0,120,0,0,Sales,0.5,RL,Sales Rep,,Gauteng N - Sandton,Gauteng,,
SROE02,1,9a,01,0,120,0,999999,Sales,0.0,HEAD OFFICE,Internal Sales,,,,House accounts,Internal: House Account
SROE05,32,7b,05,0,120,0,3500,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
SROE06,45,2a,06,0,120,0,3000,Sales,0.0,DA,Sales Rep,,Vaal Triangle,Gauteng,,
SROEC1,5,20a,PROMO,0,120,0,999999,,,,,Consignment,,,Consignment,Channel: Consignment
SROOOC,5,20a,CONS2,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
SROS01,47,2c,06,0,120,0,5000,Sales,0.0,DA,Sales Rep,,Potch / Krugersdorp / Kuruman,North West,,
SROS02,25,11b,06,0,120,0,5000,Sales,0.0,DA,Sales Rep,,Ermelo / Piet Retief,Mpumalanga,,
SSEH01,47,2c,06,0,120,0,2000,Sales,0.0,DA,Sales Rep,,Potch / Krugersdorp / Kuruman,North West,,
SUYO01,21,25b,ZZZ1,0,120,0,5000,,,,,Closed,,,,
SVII01,42,10b,02,0,120,0,3000,Sales,0.5,R,Sales Rep,,Midlands,KwaZulu-Natal,,
SVII02,31,8a,06,0,120,0,5000,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
SVII03,29,5a,06,0,120,0,3000,Sales,0.0,DA,Sales Rep,,Botswana and Exports,Export,Exports incl Botswana,Channel: Export
SVII04,21,25b,ZZZ5,0,120,0,500,,,,,Closed,,,,
SVII05,29,5a,06,0,120,0,1500,Sales,0.0,DA,Sales Rep,,Botswana and Exports,Export,Exports incl Botswana,Channel: Export
SVII06,21,25b,ZZZ5,0,120,0,2000,,,,,Closed,,,,
SVII07,43,3a,06,0,120,0,5000,Sales,0.0,DA,Sales Rep,,Soweto/Lenasia,Gauteng,,
SVII09,30,7a,05,0,120,0,10000,Sales,0.5,RL,Sales Rep,,Gauteng N - Sandton,Gauteng,,
SVII11,39,6a,04,0,120,0,2000,Sales,0.5,BM,Sales Rep,,East Cape,Eastern Cape,,
SVII12,32,7b,05,0,120,0,1000,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
SVII13,46,2b,05,0,120,0,1000,Sales,0.5,RL,Sales Rep,,Krugersdorp / Sun City,North West,,
SVII14,32,7b,05,0,120,0,5000,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
SVII15,32,7b,05,0,120,0,2000,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
SVII16,46,2b,05,0,120,0,1000,Sales,0.5,RL,Sales Rep,,Krugersdorp / Sun City,North West,,
SVII17,41,10a,02,0,30,0,10000,Sales,0.5,R,Sales Rep,Trading Account,Durban,KwaZulu-Natal,,
SVII18,39,6a,02,0,120,0,3000,Sales,0.5,R,Sales Rep,,East Cape,Eastern Cape,,
SVII19,32,7b,05,0,120,0,999999,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
SVIIC1,5,20a,STAND,0,30,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
SVIIC2,5,20a,CON2S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
SVIIC2,5,20a,CON2S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
SVIIOC,5,20a,STAND,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
SVIIOC,5,20a,STAND,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
SVIISQ,5,20a,CONS5,0,60,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
SVIIU1,5,20a,CONS5,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
SVIS01,19,4b,03,0,120,0,2000,Sales,0.5,BJ,Sales Rep,,Nelspruit / Tzaneen,Mpumalanga,,
SVIT01,21,25b,ZZZ5,0,120,0,2000,,,,,Closed,,,,
SVIT02,21,25b,ZZZ5,0,120,0,500,,,,,,,,,
SVIU01,42,10b,02,0,120,0,2000,Sales,0.5,R,Sales Rep,,Midlands,KwaZulu-Natal,,
SVIU02,41,10a,02,0,120,0,5000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
SVIU03,42,10b,02,0,120,0,4000,Sales,0.5,R,Sales Rep,,Midlands,KwaZulu-Natal,,
SVIU04,31,8a,06,0,120,0,5000,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
SVIU05,34,1e,03,0,30,0,2500,Sales,0.5,BJ,Sales Rep,,Witbank/Middelburg,Mpumalanga,,
SWET01,41,10a,02,0,120,0,20000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
SWET02,29,5a,06,0,120,0,1000,Sales,0.0,DA,Sales Rep,,Botswana and Exports,Export,Exports incl Botswana,Channel: Export
SWET03,32,7b,05,0,120,0,999999,Sales,0.5,RL,Sales Rep,Trading Account,Gauteng N - Randburg/Rivonia,Gauteng,,
SWET04,41,10a,02,0,120,0,3000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
SWET05,21,25b,ZZZ1,0,120,0,0,,,,,Closed,,,,
SWET06,49,10a,02,0,120,0,999999,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
SWETC1,21,25b,ZZZ5,0,30,0,999999,,,,,Consignment,,,,
SWETC2,5,20a,01,0,120,0,999999,Sales,0.0,HEAD OFFICE,Internal Sales,Consignment,,,Consignment,Channel: Consignment
SWETC2,5,20a,01,0,120,0,999999,Sales,0.0,HEAD OFFICE,Internal Sales,Promotional Stand,,,Consignment,Channel: Consignment
SWETC3,5,20a,CONS5,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
SWETOC,21,25b,ZZZ5,0,30,0,999999,,,,,Closed,,,,
SWIE01,21,25b,ZZZ5,0,120,0,2000,,,,,Closed,,,,
SWIEC1,21,25b,ZZZ5,0,30,0,999999,,,,,Consignment,,,,
SWIEOC,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
SYSE01,31,8a,06,0,120,0,4000,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
SYSE02,21,25b,ZZZ5,0,120,5,7500,,,,,Closed,,,,
SYSE03,21,25b,ZZZ5,0,120,0,3000,,,,,Closed,,,,
SYSE04,33,1d,03,0,120,0,13000,Sales,0.5,BJ,Sales Rep,,Pretoria,Gauteng,,
SYSEOC,5,20a,CONS6,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
TACI01,29,5a,06C,0,120,0,1500,Sales,0.5,DA,Sales Rep,,Botswana and Exports,Export,Exports incl Botswana,Channel: Export
TACIC1,5,20a,CONS6,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,,,,Consignment,Channel: Consignment
TACIC2,5,20a,CON6S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
TACIC2,5,20a,CON6S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
TBEH01,42,10b,02,0,120,0,12000,Sales,0.5,R,Sales Rep,,Midlands,KwaZulu-Natal,,
TBEHCO,5,20a,STAND,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
TBOH01,46,2b,05,0,120,0,2000,Sales,0.5,RL,Sales Rep,,Krugersdorp / Sun City,North West,,
TBOH02,41,10a,02,0,120,0,5000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
TBOH03,37,11a,03,0,30,0,2000,Sales,0.5,BJ,Sales Rep,,Free State / Lesotho,Free State,,
TBOH04,40,6b,04,0,60,0,999999,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
TBOJ01,32,7b,05C,0,120,0,2000,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
TBOJC1,5,20a,CONS7,0,30,0,999999,Sales,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
TBOJOC,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
TBOS01,37,11a,03,0,120,0,0,Sales,0.5,BJ,Sales Rep,,Free State / Lesotho,Free State,,
TCIY01,14,3b,06,0,120,0,3000,Sales,0.0,DA,Sales Rep,,Johannesburg CBD,Gauteng,,
TCIY02,14,3b,06,0,120,0,2000,Sales,0.0,DA,Sales Rep,,Johannesburg CBD,Gauteng,,
TDAE01,31,8a,06,0,120,0,2500,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
TDUO01,32,7b,05,0,120,0,2000,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
TDUO02,21,25b,ZZZ5,0,120,0,500,,,,,,,,,
TDUT01,39,6a,02,0,120,0,3000,Sales,0.5,R,Sales Rep,,East Cape,Eastern Cape,,
TESH01,32,7b,05,0,120,0,4000,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
TEXR01,21,25b,ZZZ5,0,120,0,6000,,,,,Closed,,,,
TEXR02,1,9a,ZZZ5,0,60,0,999999,,,,,Closed,,,House accounts,Internal: House Account
TGAE01,40,6b,04,0,120,0,1000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
TGAE02,21,25b,ZZZ5,0,120,0,4000,,,,,,,,,
TGOZ01,21,25b,ZZZ5,0,120,0,0,,,,,,,,,
TINO01,21,25b,ZZZ5,0,120,0,5000,,,,,,,,,
TINOOC,5,20a,CONS6,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
TINR01,40,6b,04,0,30,18,20000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
TINRC1,5,20a,CON4S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
TINRC1,5,20a,CON4S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
TINRC2,5,20a,CONS4,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
TJIH01,21,25b,ZZZ5,0,120,0,2000,,,,,,,,,
TKAH01,41,10a,02,0,120,0,2500,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
TKAZC1,1,9a,01,0,120,0,999999,Sales,0.0,HEAD OFFICE,Internal Sales,Consignment,,,House accounts,Internal: House Account
TKOZ01,21,25b,ZZZ2,0,120,0,10000,,,,,Closed,,,,
TLAI01,21,25b,ZZZ5,0,120,0,5000,,,,,Closed,,,,
TLES03,18,4a,06,0,120,0,1500,Sales,0.0,DA,Sales Rep,,Pietersburg / Potgietersrus,Limpopo,,
TLIE01,21,25b,ZZZ5,0,120,0,3000,,,,,,,,,
TLOT01,19,4b,03,0,120,0,15000,Sales,0.5,BJ,Sales Rep,,Nelspruit / Tzaneen,Mpumalanga,,
TLOU01,14,3b,06,0,120,0,30000,Sales,0.0,DA,Sales Rep,,Johannesburg CBD,Gauteng,,
TLOU02,20,25a,ZZZ2,0,120,0,5000,,,,,,,,,
TLUC01,49,10a,02,0,120,0,2000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
TMAE01,21,25b,ZZZ5,0,120,0,3000,,,,,,,,,
TMAE02,30,7a,05,0,120,0,2000,Sales,0.5,RL,Sales Rep,,Gauteng N - Sandton,Gauteng,,
TMAH01,34,1e,03,0,120,0,2000,Sales,0.5,BJ,Sales Rep,,Witbank/Middelburg,Mpumalanga,,
TMAH02,21,25b,ZZZ5,0,30,0,999999,,,,,Closed,,,,
TMAH03,25,11b,02,0,120,0,2000,Sales,0.5,R,Sales Rep,,Ermelo / Piet Retief,Mpumalanga,,
TMAH04,20,25a,ZZZP,0,120,0,2000,,,,,,,,,
TMAL01,4,1b,03,0,120,0,10000,Sales,0.5,BJ,Sales Rep,,Pretoria North/South/West,Gauteng,,
TMAL02,42,10b,02,0,120,0,5000,Sales,0.5,R,Sales Rep,,Midlands,KwaZulu-Natal,,
TMAL03,31,8a,06,0,120,0,2500,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
TMAL04,30,7a,05,0,120,0,3000,Sales,0.5,RL,Sales Rep,,Gauteng N - Sandton,Gauteng,,
TMALOC,5,20a,STAND,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
TMALOC,5,20a,STAND,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
TMAO01,20,25a,CITC,0,120,0,3000,Sales,0.5,,Unclassified_Missing_Data,,,,,
TMAS01,47,2c,06,0,30,0,999999,Sales,0.0,DA,Sales Rep,,Potch / Krugersdorp / Kuruman,North West,,
TMAS02,21,25b,ZZZ5,0,120,0,5000,,,,,,,,,
TMAS03,28,5b,06,0,30,0,0,Sales,0.0,DA,Sales Rep,,,,Botswana trip excl Exports,Channel: Export
TMAT01,32,7b,05,0,120,0,1500,Sales,0.5,RL,Sales Rep,,Gauteng N - Randburg/Rivonia,Gauteng,,
TMES01,20,25a,ZZZ4,0,120,0,3000,,,,,,,,,
TMNU01,21,25b,ZZZ5,0,120,0,3000,,,,,Closed,,,,
TMOA01,41,10a,02,0,120,0,5000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
TMOA02,18,4a,06,0,120,0,4000,Sales,0.0,DA,Sales Rep,,Pietersburg / Potgietersrus,Limpopo,,
TMOA03,43,3a,06,0,120,0,2500,Sales,0.0,DA,Sales Rep,,Soweto/Lenasia,Gauteng,,
TMOAOC,5,20a,CONS6,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
TMOH01,45,2a,06,0,120,0,4000,Sales,0.0,DA,Sales Rep,,Vaal Triangle,Gauteng,,
TMOS01,46,2b,05,0,120,0,2000,Sales,0.5,RL,Sales Rep,,Krugersdorp / Sun City,North West,,
TMOS02,45,2a,06,0,120,0,0,Sales,0.0,DA,Sales Rep,,Vaal Triangle,Gauteng,,
TMOS03,19,4b,06,0,120,0,2000,Sales,0.0,DA,Sales Rep,,Nelspruit / Tzaneen,Mpumalanga,,
TMUH01,39,6a,04C,0,120,0,5000,Sales,0.5,BM,Sales Rep,Trading Account,East Cape,Eastern Cape,,
TMUHC1,5,20a,CONS4,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
TMUU01,41,10a,02,0,120,0,5000,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
TNAH02,14,3b,06,0,120,0,2500,Sales,0.0,DA,Sales Rep,,Johannesburg CBD,Gauteng,,
TNAH03,31,8a,06,0,120,0,2500,Sales,0.0,DA,Sales Rep,,Gauteng E - Alberton/Benoni/Kempton,Gauteng,,
TNAH06,20,25a,ZZZ2,0,120,0,10000,,,,,,,,,
TNAH10,36,7c,05,0,30,0,10000,Sales,0.5,RL,Sales Rep,,Gauteng N - Eastgate/Norwood/Midrand,Gauteng,,
TNAHC1,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
TNAHC1,21,25b,ZZZ5,0,120,0,999999,,,,,Consignment,,,,
TNAHC2,5,20a,CON2S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
TNAHC2,5,20a,CON2S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
TNAHOC,5,20a,STAN2,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
TNAHOC,5,20a,STAN2,0,120,0,999999,Gross Profit,0.0,CONSIGNMENT_STANDS,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
TNAI01,20,25a,ZZZ4,0,120,0,0,,,,,,,,,
TNAI02,41,10a,02,0,120,0,999999,Sales,0.5,R,Sales Rep,,Durban,KwaZulu-Natal,,
TNES01,20,25a,CITC,0,120,0,1500,Sales,0.5,,Unclassified_Missing_Data,,,,,
TNES02,20,25a,CITC,0,120,0,1500,Sales,0.5,,Unclassified_Missing_Data,,,,,
TNET01,39,6a,04,0,120,0,3000,Sales,0.5,BM,Sales Rep,,East Cape,Eastern Cape,,
TNETOC,5,20a,CONS4,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
TNOW01,29,5a,06,0,120,0,10000,Sales,0.0,DA,Sales Rep,,Botswana and Exports,Export,Exports incl Botswana,Channel: Export
TNUW01,40,6b,04,0,120,0,2000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
TOPBOT,5,20a,CON6S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
TOPBOT,5,20a,CON6S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
TOPC10,5,20a,CONS2,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
TOPC11,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
TOPC11,21,25b,ZZZ5,0,120,0,999999,,,,,Consignment,,,,
TOPC12,21,25b,CON2S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,,,,,
TOPC13,5,20a,CON6S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
TOPC13,5,20a,CON6S,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Promotional Stand,,,Consignment,Channel: Consignment
TOPC14,21,25b,ZZZ5,0,120,0,999999,,,,,Closed,,,,
TOPCC1,21,25b,ZZZ5,0,30,0,999999,,,,,Consignment,,,,
TOPCC2,21,25b,ZZZ5,0,30,0,999999,,,,,Closed,,,,
TOPCC3,21,25b,ZZZ5,0,120,0,999999,,,,,Consignment,,,,
TOPCC4,5,20a,CONS6,0,120,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
TOPFCS,5,20a,CONS5,0,30,0,999999,Gross Profit,0.5,CONSIGNMENT,Channel: Consignment,Consignment,,,Consignment,Channel: Consignment
TOPI01,40,6b,04,0,120,0,3000,Sales,0.5,BM,Sales Rep,,West Cape,Western Cape,,
TOPI02,29,5a,06,0,120,0,4000,Sales,0.0,DA,Sales Rep,,Botswana and Exports,Export,Exports incl Botswana,Channel: Export
TOPI03,39,6a,04,0,120,0,12000,Sales,0.5,BM,Sales Rep,,East Cape,Eastern Cape,,
TOPI04,21,25b,ZZZ5,0,120,0,500,,,,,,,,,
