CUSTOMER_NUMBER,FIN_PERIOD,DEPOSIT_DATE,DEPOSIT_REF,BANK_AMT,DISCOUNT,TOT_PAYMENT
MSYO01,201910,2019-12-18,DB12-088,-3043.12,-160,-3043
MYBT01,201910,2019-12-19,DB10-098,-214.38,0,-214
NBAK01,201904,2019-06-03,DD04-001,-243.67,-12,-243
NBEJ01,201905,2019-07-01,DD05-001,-13924.14,-732,-13924
NBEJ01,201906,2019-08-05,DD06-002,-1749.0,-92,-1749
NBEJ01,201907,2019-09-11,DD07-004,0.0,0,0
NBEM03,201903,2019-05-29,DB03-175,-250.71,-13,-250
NBOO01,202011,2020-01-09,DB11-030,-1000.0,-52,-1000
NDAI01,201903,2019-05-15,DD03-010,-6684.39,-742,-6684
NDAI01,201906,2019-08-13,DD06-006,-579.64,-64,-579
NDAI01,201907,2019-09-02,DD07-001,-1128.5,-124,-1127
NDAI01,201909,2019-11-20,IN803527,-729.6,0,-729
NGEE01,201904,2019-06-10,DD04-005,-126.71,0,-126
NGEE01,201907,2019-09-06,DD07-003,-27.07,-1,-27
NGEE01,201909,2019-11-05,DD09-003,0.0,-19,0
NGEE02,201908,2019-10-07,DB08-041,-456.0,0,-456
NGEE02,201908,2019-10-09,DD08-004,-370.4,-19,-370
NGEG01,201906,2019-08-27,DB06-154,-3331.74,0,-3331
NGEG01,201909,2019-11-04,DB09-017,-1229.78,0,-1229
NGEG01,202011,2020-01-29,DB11-160,-342.0,0,-342
NINO01,201908,2019-10-16,DB08-114,-780.9,0,-780
NJEK01,201903,2019-05-30,DB03-193,-126.71,-6,-126
NJIA01,201810,2018-12-10,DB10-073,-12049.51,0,0
NJIA01,201905,2019-07-12,DB05-105,-23452.88,-3786,-23452
NJIA01,201909,2019-11-15,DB09-074,-525.47,-75,-525
NJIA01,202011,2020-01-27,DB11-141,-7425.73,-1060,-7425
NJIA02,201903,2019-05-21,DB03-120,-2513.7,-242,-2513
NJIA02,201908,2019-10-16,DB08-108,-942.9,0,-942
NJIA02,201909,2019-11-29,DB09-172,-986.61,-51,-986
NJIA02,202011,2020-01-14,DB11-039,-2064.2,-108,-2064
NJIA02,202011,2020-01-28,DB11-147,-10372.86,-1152,-10372
NJOE01,201904,2019-06-25,DB04-131,-8953.17,-471,-8953
NJOE01,201908,2019-10-25,DB08-172,-264.36,-13,-264
NJOE01,201910,2019-12-24,DB10-147,-247.32,0,-247
NJOE01,202011,2020-01-25,DB11-127,-1212.91,-63,-1212
NJOE02,201908,2019-10-21,DB08-129,-218.88,0,-218
NJOE02,201909,2019-11-26,DB09-146,-883.5,0,-883
NKEN01,201903,2019-05-27,DD03-016,-8854.38,0,-8854
NKEN01,201903,2019-05-31,DD03-020,0.0,-780,0
NKEN01,201903,2019-05-31,DD03-021,0.0,-983,0
NKEN01,201905,2019-07-09,DD05-006,-1368.0,0,-1368
NKEN01,201909,2019-11-05,DD09-003,-43.26,-2,-43
NKEN01,201910,2019-12-04,DD10-002,-184.05,-9,-184
NKEY01,201903,2019-05-30,DD03-019,-15392.67,-810,-15392
NKEY01,201904,2019-06-27,DB04-163,-1841.1,-80,-1840
NKEY01,201905,2019-07-25,DB05-188,-9820.08,-3390,-9820
NKEY01,201909,2019-11-04,DD09-002,-1349.37,-133,-1349
NKOQ01,201903,2019-05-20,DD03-012,-3370.0,0,-3370
NKOQ01,201904,2019-06-21,DD04-011,-3370.0,0,-3370
NKOQ01,201905,2019-07-22,DD05-014,-6740.0,0,-6740
NKOQ01,201906,2019-08-21,DD06-009,-3370.0,0,-3370
NKUG01,201906,2019-08-27,DB06-144,-14.25,0,-14
NKUG01,201908,2019-10-15,DB08-104,-917.24,-101,-917
NLAD01,201907,2019-09-28,DB07-177,-870.0,0,-870
NLAD01,201908,2019-10-16,DD08-008,0.0,0,0
NLAE01,201903,2019-05-23,DD03-014,0.0,-397,0
NLAE01,201904,2019-06-03,DD04-001,-397.29,0,-397
NLAE01,201907,2019-09-04,DD07-015,-126.8,0,-126
NLAE01,201907,2019-09-30,DD07-012,-445.28,0,-445
NLAE01,201908,2019-10-30,DD08-015,-180.0,0,-180
NLAE01,202011,2020-01-28,DB11-148,-4305.0,-229,-4305
NLAG02,201904,2019-06-27,DB04-158,-2924.8,0,-2924
NLAG02,201906,2019-08-14,DB06-055,-2283.2,0,-2283
NLAG02,201907,2019-09-07,DB07-052,-1000.0,0,-1000
NLAG02,202011,2020-01-08,DB11-016,-2000.0,0,-2000
NLOE01,201908,2019-10-17,DB08-117,-514.54,-57,-514
NMAD01,201904,2019-06-20,DB04-109,-3000.0,0,-3000
NMAD01,201905,2019-07-12,DB05-103,-6000.0,0,-6000
NMAD01,201907,2019-09-19,DB07-129,-4000.0,0,-4000
NMAD01,201908,2019-10-17,DB08-119,-4808.6,0,-4808
NMAD01,202011,2020-01-16,DB11-052,-2691.04,0,-2691
NMAG01,201903,2019-05-27,DB03-163,-1500.0,0,-1500
NMAG01,201909,2019-11-25,DB09-136,-889.14,0,-889
NMAG02,201905,2019-07-02,DB05-023,-4000.0,0,-4000
NMAG02,201906,2019-08-03,DB06-020,-1500.0,0,-1500
NMAG02,201906,2019-08-23,DB06-122,-1036.2,0,-1036
NMAG02,201907,2019-09-06,DD07-003,0.0,0,0
NMAG02,201907,2019-09-26,DB07-161,-702.81,-78,-702
NMAJ01,201904,2019-06-26,DB04-148,-779.76,-41,-779
NMAN01,202011,2020-01-07,DB11-011,-324.84,0,-324
NMAO01,201905,2019-07-04,DD05-004,-10730.24,-3576,-10730
NMAO01,201906,2019-08-12,DD06-005,-91.49,-30,-91
NMAO01,201909,2019-11-07,DD09-005,-1723.4,-552,-1723
NMAO01,201910,2019-12-09,DD10-005,-3458.47,-416,-3458
NMAO02,201904,2019-06-07,DD04-004,-12489.16,-3587,-12488
NMAO02,201906,2019-08-12,DD06-005,-2975.4,-1055,-2975
NMAO02,201907,2019-09-13,DD07-006,-457.35,-162,-457
NMAO02,201909,2019-11-07,DD09-005,-180.7,-60,-180
NMAO02,201910,2019-12-09,DD10-005,-9610.2,-3203,-9610
NMAO02,202011,2020-01-13,DD11-004,-2641.95,-880,-2641
NMAS01,201903,2019-05-17,DD03-011,-1890.12,0,-1890
NMAS01,201906,2019-08-15,DD06-007,-6816.92,-887,-6816
NMEL01,201905,2019-07-13,DB05-106,-3382.16,0,-3382
NMEL01,201910,2019-12-11,DB10-050,-906.3,0,-906
NMIG02,201903,2019-05-15,DD03-010,-353.4,0,-353
NMIG02,201904,2019-06-10,DD04-005,-5445.78,0,-5445
NMIG02,201905,2019-07-05,DD05-005,-832.2,0,-832
NMIG02,201908,2019-10-04,DD08-002,-108.3,0,-108
NMOE03,201905,2019-07-17,DB05-131,-20000.0,-7732,-20000
NMOE03,201907,2019-09-06,DB07-046,-5000.0,0,-5000
NMOE03,201908,2019-10-10,DB08-060,-5000.0,0,-5000
NMOE03,201909,2019-11-16,DB09-089,-3500.0,0,-3500
NMOE03,201910,2019-12-12,DB12-057,-3000.0,0,-3000
NNUA01,201907,2019-09-11,DB07-113,-42.12,-3,-42
NOMI01,201905,2019-07-19,DB05-144,0.0,-78,0
NPIN01,201909,2019-11-14,DB09-061,-2000.0,0,-2000
NPIN01,201910,2019-12-17,DB12-074,-3000.0,0,-3000
NRAC01,201903,2019-05-27,DB03-160,-693.12,-36,-693
NRAD03,201909,2019-11-26,DB09-144,-205.2,-22,-205
NRAD04,201907,2019-09-26,DB07-162,-66.69,-7,-66
NRAD04,201910,2019-12-21,DB10-136,-95.42,-10,-95
NRAK01,201905,2019-07-19,DB05-150,-530.0,0,-530
NRAK01,201907,2019-09-23,DB07-148,-1000.0,0,-1000
NRAK01,202011,2020-01-21,DD11-008,-1821.49,0,-1821
NREO02,201904,2019-06-12,DB04-055,-214.38,0,-214
NREO02,201905,2019-07-30,DB05-205,-167.64,0,-167
NREO02,201906,2019-08-07,DB06-032,0.0,-12,0
NREO02,201909,2019-11-07,DB09-036,-260.46,0,-260
NREO02,202011,2020-01-09,DB11-024,-281.58,0,-281
NREO02,202011,2020-01-31,Jan-03,0.0,-21,0
NREO03,201905,2019-07-19,DB05-146,0.0,-34,0
NSEE01,201903,2019-05-27,DB03-162,-4842.73,-537,-4842
NSEE01,201905,2019-07-26,DB05-194,-364.1,-40,-364
NSEE01,201906,2019-08-28,DB06-156,-548.86,-60,-548
NSEE01,201909,2019-11-05,DB09-021,-4632.39,0,-4632
NSEE01,201910,2019-12-20,DB10-129,-504.22,-56,-504
NSEE02,201905,2019-07-02,DB05-024,-6000.0,0,-6000
NSEE02,201905,2019-07-31,DD05-019,-2000.0,0,-2000
NSEE02,201907,2019-09-02,DB07-007,-2077.44,0,-2077
NSIG01,201908,2019-10-31,DD08-016,-1750.0,0,-1750
NSIG01,201909,2019-11-20,DD09-013,-1750.0,0,-1750
NSIG01,201910,2019-12-17,DD10-007,-1800.0,0,-1800
NSIG02,201905,2019-07-11,DB05-097,-1435.0,-204,-1434
NSIG02,201906,2019-08-13,DD06-006,0.0,0,0
NSIG02,201909,2019-11-12,DB09-076,-643.34,-91,-643
NSIG02,201910,2019-12-19,DB10-114,-2312.5,-187,-2312
NSIG02,202011,2020-01-14,DB11-113,-2312.5,-187,-2312
NSIO01,201908,2019-10-21,DD08-010,-39.9,0,-39
NSUD01,201904,2019-06-29,DB04-185,-1553.52,-88,-1552
NSUG03,201904,2019-06-01,DB04-006,-65736.11,-24313,-65736
NSUG03,201905,2019-07-01,DB05-004,-93944.9,-34746,-93944
NSUG03,201906,2019-08-01,DB06-011,-33540.28,-17373,-33540
NSUG03,201906,2019-08-30,DB06-184,-62652.18,-12405,-62652
NSUG03,201907,2019-09-05,DB07-039,0.0,-10767,0
NSUG03,201907,2019-09-30,DB07-200,-53234.09,-19689,-53234
NSUG03,201908,2019-10-30,DB08-206,-3298.08,-1446,-3298
NSUG03,201909,2019-11-30,DB09-186,-47811.14,-17683,-47811
NSUG03,202010,2019-12-31,DB10-170,-23159.29,-8565,-23159
NSUG10,201904,2019-06-11,DB03-051,-16451.23,0,-16451
NSUG12,201903,2019-05-17,DB03-108,-5093.52,-1273,-5093
NSUG12,201904,2019-06-25,DB04-135,-8454.61,-516,-8454
NSUG12,201907,2019-09-10,DD07-003,-2933.51,-195,-2933
NSUG12,201910,2019-12-06,DD10-004,-8095.1,-3497,-8095
NSUG16,202011,2020-01-21,DD11-007,-24600.0,0,-24600
NSUN03,201905,2019-07-30,DD05-018,-4611.42,-242,-4610
NSUN03,201910,2019-12-04,DD10-002,-2196.93,-13,-2196
NSUOO2,201904,2019-06-03,DD04-001,0.0,-400,0
NSUOO2,201905,2019-07-17,DD05-012,-2216.16,0,-2216
NSUOO2,201907,2019-09-11,DD07-004,-7331.34,0,-7331
NSUOO2,201908,2019-10-23,DD08-013,-597.36,0,-597
NSUS04,201905,2019-07-30,DB05-208,-2624.28,0,-2624
NSUS09,201903,2019-05-14,DB03-061,-1879.2,0,-1879
NSUS09,201906,2019-08-23,DB06-118,-500.0,0,-500
NSUS09,201906,2019-08-30,DB06-180,-195.4,0,-195
NSUS10,201906,2019-08-28,DB06-171,-3891.48,0,-3891
NSUS10,201907,2019-09-25,DB07-156,-137.46,-48,-137
NSUS10,201908,2019-10-31,DB08-222,-1564.74,0,-1564
NSUS10,201909,2019-11-25,DB09-137,-2117.7,0,-2117
NTOG02,201903,2019-05-24,DD03-015,-382.97,0,-382
NTOG02,201906,2019-08-23,DD06-011,-1500.0,0,-1500
NTOG02,201908,2019-10-23,DD08-013,-565.38,0,-565
NTOG02,202011,2020-01-24,DD11-010,-1209.24,0,-1209
NTOK01,201904,2019-06-04,DD04-002,-693.12,-36,-693
NTOK01,202011,2020-01-07,DD11-002,-117.99,-6,-117
NVAB01,201905,2019-07-20,DB05-156,-2070.7,0,-2070
NVAB01,201905,2019-07-22,DD05-014,0.0,-108,0
NVAB01,201907,2019-09-27,DD07-010,0.0,-1167,0
NVAD01,201905,2019-07-19,DB05-149,-80.0,0,-80
NVAD01,202011,2020-01-23,DB11-098,-142.44,0,-142
NVAD02,201903,2019-05-15,DB03-068,-281.35,0,-281
NVAD05,201903,2019-05-24,DD03-015,-780.9,0,-780
NVAD10,201907,2019-09-27,DB07-171,-79.8,0,-79
NVAD13,201904,2019-06-01,DB04-004,-1096.0,-57,-1096
NVAD13,201905,2019-07-31,DB05-218,-239.4,0,-239
NVAD13,201907,2019-09-27,DB07-175,-146.15,-7,-146
NVAD13,202011,2020-01-31,DB11-183,-1065.78,0,-1065
NVAG02,201910,2019-12-04,DD10-002,-85.5,0,-85
NVAG04,201906,2019-08-01,DB06-006,-4678.56,-246,-4678
NVAG04,201907,2019-09-02,DB07-006,-419.12,-22,-419
NVAG04,201909,2019-11-01,DB09-005,-3043.23,-160,-3043
NVAG04,201910,2019-12-05,DB10-029,-817.66,-43,-817
NVAG04,202011,2020-01-09,DB11-028,-4061.79,-213,-4061
NVAN01,201904,2019-06-20,DB04-110,-5209.8,0,-5209
NVAN01,201907,2019-09-03,DD07-002,-4000.0,0,-4000
NVAN01,201909,2019-11-21,DB09-109,-1364.84,0,-1364
NVAR09,201904,2019-06-19,DB04-072,-7745.18,-407,-7745
NVAR09,201907,2019-09-26,DB07-164,-3233.79,-170,-3233
NVAR09,201908,2019-10-23,DB08-147,-45.6,0,-45
NVAR09,201909,2019-11-16,DB09-075,-210.72,0,-210
NVAR09,202011,2020-01-23,DB11-096,-5563.02,0,-5563
NVAS03,201904,2019-06-03,DB04-010,-319.2,0,-319
NVAS03,201907,2019-09-12,DB07-078,-448.02,0,-448
NVAS03,201909,2019-11-11,DB09-047,-776.79,0,-776
NVAS05,201909,2019-11-11,DD09-006,0.0,-2,0
NWID01,202011,2020-01-23,DD11-009,-6771.6,0,-6771
NWIG01,201909,2019-11-26,DD09-017,-45.54,0,-45
NWYB01,201903,2019-05-16,DB03-098,-39.9,0,-39
NYES01,201903,2019-05-15,DD03-010,-433.2,-22,-433
NZAD01,201905,2019-07-02,DB05-017,-3636.0,-58,-3636
NZAD01,201907,2019-09-06,DD07-003,-1806.52,0,-1806
NZAD01,201908,2019-10-07,DD08-003,-1806.52,0,-1806
NZAD01,201909,2019-11-06,DD09-004,-1806.52,0,-1806
OALN01,201906,2019-08-23,DB06-117,-604.2,0,-604
OBHO01,201903,2019-05-22,DB03-133,-5532.47,0,-5532
OBHO01,201904,2019-06-10,DB04-046,-4000.0,0,-4000
OBHO01,201905,2019-07-11,DB05-068,-8196.22,-238,-8196
OBHO01,201906,2019-08-12,DB06-047,-513.0,0,-513
OBHO01,201910,2019-12-07,DB10-034,-816.63,0,-816
OBHO03,201903,2019-05-31,DB03-214,-16938.76,0,-16938
OBHO03,201910,2019-12-02,DB10-008,-435.29,-22,-435
OBLC02,201903,2019-05-28,DD03-017,-2780.5,-258,-2777
OBLC02,201905,2019-07-03,DD05-003,-6672.42,-508,-6666
OBLC02,201905,2019-07-11,DD05-008,-4414.14,-352,-4410
OBLC02,201906,2019-08-22,DD06-010,-2570.88,-205,-2568
OBLC02,201908,2019-10-04,DD08-002,-3351.2,-268,-3348
OBLC02,201909,2019-11-06,DD09-004,-1583.41,-103,-1581
OBLC02,201910,2019-12-04,DD10-002,-3291.1,-264,-3290
OBLC02,202011,2020-01-10,DD11-003,-2402.12,-144,-2400
OBLC02,202011,2020-01-29,DD11-012,-801.42,-64,-801
OBOY01,202011,2020-01-03,DB11-004,-362.82,0,-362
OCHN01,201904,2019-06-03,DD04-001,0.0,-45,0
OCHT01,201906,2019-08-21,DD06-009,-620.73,-68,-620
OCLI02,201907,2019-09-23,DB07-141,-780.9,0,-780
OCLI02,201908,2019-10-15,DB08-102,-367.14,-19,-367
OCRS01,201906,2019-08-22,DD06-010,-5000.0,0,-5000
OCRS01,201907,2019-09-06,DD07-003,-5000.0,0,-5000
OCRS01,201908,2019-10-19,DB08-123,-15000.0,0,-15000
OCRU01,201810,2018-12-06,DB10-048,-240.0,0,0
OCRU01,201904,2019-06-11,DB03-048,-793.17,-31,-793
OCRU01,201908,2019-10-09,DB08-051,-81.22,-4,-81
OCRU01,201910,2019-12-02,DB10-005,-140.79,0,-140
ODOK01,202011,2020-01-23,DD11-009,-273.54,0,-273
ODOL01,201903,2019-05-17,DD03-011,-1000.0,0,-1000
ODOL01,201904,2019-06-28,DD04-015,-2571.4,0,-2570
ODOL01,201908,2019-10-01,DD08-001,-860.7,0,-860
ODOL01,201909,2019-11-26,DD09-017,-860.7,0,-860
ODOL01,202011,2020-01-30,DD11-013,-2359.8,0,-2359
OEMN01,201904,2019-06-15,DB04-065,-1294.19,0,-1294
OEMN01,201906,2019-08-13,DB04-065,0.0,-75,0
OEMN01,201907,2019-09-07,DB07-051,-504.23,0,-504
OEMN01,201908,2019-10-15,DB08-074,-4657.45,-253,-4657
OFLR01,201810,2018-12-10,DD10-005,-5718.81,0,0
OFLR01,201905,2019-07-05,DD05-005,-7601.52,0,-7600
OFLR01,202011,2020-01-20,DD11-006,-444.6,0,-444
OFZP01,201909,2019-11-05,DD09-003,-1221.89,0,-1221
OFZP01,202011,2020-01-29,DD11-012,0.0,-174,0
OGLV02,201903,2019-05-13,DB03-049,-175.56,0,-175
OGOD04,201904,2019-06-11,DB03-049,-1021.17,0,-1021
OGOD04,201906,2019-08-01,DB06-003,0.0,-1231,0
OGOD04,201907,2019-09-04,DB07-018,-14467.36,-3537,-14467
OGOD04,201907,2019-09-12,DB06-003,0.0,-591,0
OGOD04,201909,2019-11-04,DB09-016,-9547.34,-2386,-9547
OGOD04,201910,2019-12-20,DB10-134,-8938.04,-2234,-8938
OGRB01,201904,2019-06-21,DB04-116,-16.79,0,-16
OGRB01,201905,2019-07-10,DD05-007,-18653.24,0,-18652
OGRB01,201906,2019-08-27,DD05-007,0.0,-1483,0
OGRB01,201907,2019-09-26,DB07-165,-1410.0,0,-1410
OGRB01,201908,2019-10-16,DB08-110,-88.9,0,-88
OGRB01,201908,2019-10-16,DB08-113,-5000.0,0,-5000
OGRB01,201908,2019-10-29,DB08-189,-43.26,-2,-43
OGRL01,201903,2019-05-23,DD03-014,-193.86,-10,-193
OHOS03,201903,2019-05-31,DB03-213,-188.1,0,-188
OHOS03,201904,2019-06-28,DB04-176,-376.2,0,-376
OHOS03,201906,2019-08-31,DB06-191,-1122.72,0,-1122
OHOS03,201910,2019-12-24,DB10-143,-45.54,0,-45
OIFC01,201903,2019-05-22,DB03-126,-350.04,-19,-350
OIFC01,201904,2019-06-28,DB04-167,-1912.12,-98,-1912
OIFC01,201907,2019-09-13,DB07-084,-2115.1,0,-2115
OIFC01,201908,2019-10-08,DB08-045,-1478.18,0,-1478
OIFC01,201909,2019-11-26,DB09-139,-186.27,-9,-186
OJEN01,201904,2019-06-03,DB02-169,0.0,-772,0
OJEN01,201904,2019-06-03,DD04-001,0.0,-3118,0
OJEN01,201904,2019-06-19,DD04-010,-7423.0,-3943,-7423
OJEN01,201906,2019-08-02,DD06-003,-7210.5,-379,-7210
OJEN01,201909,2019-11-13,DD09-008,-6853.76,-1209,-6853
OKHT01,201904,2019-06-12,DD04-006,-11925.11,-1703,-11925
OKHT01,201906,2019-08-28,DD06-013,-8261.19,-1180,-8261
OKHT01,201909,2019-11-25,DD09-016,-439.9,0,-439
OKHZ01,201903,2019-05-23,DB03-138,-1757.9,0,-1757
OKHZ01,201905,2019-07-26,DD05-017,-2964.0,0,-2964
OKHZ01,201907,2019-09-04,DB07-016,-2046.24,0,-2046
OKHZ01,201909,2019-11-18,DB09-092,-1869.24,0,-1869
OKHZ01,202011,2020-01-20,DD11-006,-4212.3,0,-4212
OKOL01,201909,2019-11-21,DB09-111,-604.14,0,-604
OMBM01,201904,2019-06-06,DD04-003,-1083.0,0,-1083
OMBM01,201904,2019-06-27,DD04-014,-1800.0,0,-1800
OMMW01,201909,2019-11-15,DB09-070,-290.0,0,-290
OMOD01,201904,2019-06-24,DB04-122,-2000.0,0,-2000
OMOD01,201905,2019-07-24,DB05-172,-2669.0,0,-2668
OMOD01,201908,2019-10-08,DB08-046,-1153.68,-148,-1153
OMOD01,201908,2019-10-24,DB08-164,-148.2,0,-148
OMOL02,201903,2019-05-27,DD03-016,-102.88,-5,-102
OMOL02,201904,2019-06-28,DD04-015,-909.72,-46,-908
OMOL02,201905,2019-07-25,DD05-016,-253.42,-12,-252
OMOL02,201907,2019-09-27,DD07-010,-2891.27,0,-2891
OMOL02,201908,2019-10-18,DD08-009,0.0,-321,0
OMOL02,202011,2020-01-06,DD11-001,-465.8,-51,-465
OMOL02,202011,2020-01-27,DD11-011,-5039.2,0,-5039
OMOS01,201909,2019-11-12,DD09-007,-436.05,-48,-436
OMOS01,201910,2019-12-10,DB10-044,-1000.0,0,-1000
OMOS02,201905,2019-07-22,DD05-014,-6000.0,0,-6000
OMOS02,201906,2019-08-21,DD06-009,-3000.0,0,-3000
OMOS02,201907,2019-09-20,DD07-008,-3000.0,0,-3000
OMOS02,201909,2019-11-20,DD09-013,-3000.0,0,-3000
OMOS02,202011,2020-01-06,DD11-001,-4900.0,0,-4900
OMOS03,201904,2019-06-12,DD04-006,0.0,-490,0
OMOS03,201907,2019-09-16,DD07-007,-121.98,0,-121
OMOS03,201908,2019-10-16,DD08-008,-76.95,-8,-76
OMOS03,201910,2019-12-21,DD10-010,-459.85,-51,-459
OMOS05,201903,2019-05-30,DD03-019,-189.81,-21,-189
ONKS01,201907,2019-09-30,DD07-012,-813.0,0,-813
ONKS01,201909,2019-11-29,DD09-018,-41.67,0,-41
ONKS01,201910,2019-12-10,DD10-006,-1700.0,0,-1700
ONOR01,201904,2019-06-26,DB04-137,-48.73,-2,-48
ONOR01,201905,2019-07-23,DB05-168,-231.76,-12,-230
ONOR01,202011,2020-01-04,DB11-005,-74.72,-3,-74
ONSP01,201810,2018-12-10,DB10-069,-2500.0,0,0
OPRP01,201904,2019-06-29,DB04-183,-421.8,0,-420
OPRV01,201905,2019-07-19,DB05-145,0.0,-76,0
OPRV01,201908,2019-10-31,DB08-211,-45.54,0,-45
OPRV02,201904,2019-06-03,DB04-007,-2971.69,-455,-2971
OPRV02,201904,2019-06-13,DB04-059,-13348.26,-1484,-13348
OPRV02,201906,2019-08-19,DB04-059,0.0,-38,0
OPRV02,201906,2019-08-29,DB06-162,-124.48,-6,-124
OPRV02,201909,2019-11-29,DB09-168,-10252.78,-1954,-10252
OROS01,201903,2019-05-28,DB03-172,-3486.12,0,-3486
OROS01,201905,2019-07-29,DB05-198,-1083.0,0,-1082
OROS01,202011,2020-01-17,DB11-058,-3252.42,0,-3252
OROS01,202011,2020-01-30,DB11-174,-1234.05,0,-1234
OROS04,201904,2019-06-21,DB04-115,-421.8,0,-421
OROS06,201903,2019-05-15,DB03-069,-1410.18,0,-1410
ORRP01,201905,2019-07-03,DB05-034,-789.7,-42,-788
ORRP01,201907,2019-09-23,DB07-142,-792.96,-113,-792
ORRP01,201909,2019-11-29,DB09-173,-997.96,-176,-997
OSLP01,201904,2019-06-15,DB04-067,-5349.45,0,-5349
OSLP01,201905,2019-07-18,DB05-138,-3260.4,0,-3260
OSLP01,201908,2019-10-10,DB08-063,-5995.71,0,-5995
OSTL01,201908,2019-10-25,DB08-169,-193.74,0,-193
OSYN01,201908,2019-10-23,DD08-013,-85.5,0,-85
OTHM02,201907,2019-09-12,DB07-077,-116.71,-12,-116
OVTP01,201905,2019-07-30,DB05-211,-75.81,-3,-75
OVTP01,201907,2019-09-30,DB07-195,-159.14,-8,-159
OVTP01,201908,2019-10-31,DB08-214,-188.12,-9,-188
OVTP01,202010,2019-12-31,DB10-169,-471.05,0,-471
OWOD01,201904,2019-06-04,DD04-002,-5000.0,0,-5000
OWOD01,201905,2019-07-31,DB05-215,-5579.2,0,-5579
OWOD01,201910,2019-12-20,DD10-009,-2749.68,0,-2749
OWOD02,201905,2019-07-17,DB05-127,-719.46,-22,-718
OWOD02,201907,2019-09-18,DB07-124,-115.88,-6,-115
OYPP01,201903,2019-05-06,DD03-014,0.0,0,0
OYPP01,201903,2019-05-23,DD03-014,-1386.3,0,-1386
PDIP01,201907,2019-09-03,DB07-012,-8337.33,-1191,-8337
PDIP01,201908,2019-10-01,DD08-001,0.0,-1,0
PDUL01,201904,2019-06-19,DB04-073,-39.9,0,-39
PESL01,201904,2019-06-25,DD04-012,-3452.44,0,-3452
PESL01,201905,2019-07-15,DD05-010,-6904.88,0,-6904
PGOA01,201908,2019-10-31,DB08-213,-45.54,0,-45
PHYE02,201905,2019-07-08,DB05-053,-266.76,0,-266
PMAU02,201904,2019-06-07,DB04-040,-2312.94,0,-2312
PMAU02,201904,2019-06-20,DB04-102,-37.1,0,-37
PPAP01,201906,2019-08-26,DB06-130,-2793.95,-147,-2793
PROE01,201903,2019-05-17,DB03-107,-14753.88,0,-14753
PSUE02,201908,2019-10-23,DB08-148,-1051.08,0,-1051
RABAO1,201904,2019-06-22,DB04-120,-155.96,-17,-155
RAFI01,201909,2019-11-21,DB09-108,-860.7,0,-860
RAMA01,202011,2020-01-20,DD11-006,-826.44,-43,-826
RBEG01,201907,2019-09-11,DB07-069,-374.28,-30,-374
RBEG01,201908,2019-10-16,DB08-111,-285.8,0,-285
RBEM01,201909,2019-11-27,DB09-156,-75.97,0,-75
RBEM02,201903,2019-05-23,DB03-139,-360.24,0,-360
RBEM02,201904,2019-06-27,DB04-161,-684.68,0,-684
RBUG01,201908,2019-10-31,DB08-215,-152.48,0,-152
RBUG02,201904,2019-06-04,DB04-013,-3209.1,0,-3209
RBUG02,201905,2019-07-22,DB05-159,-5668.08,0,-5668
RBUG02,201907,2019-09-14,DB07-091,-147.06,0,-147
RBUG02,201909,2019-11-19,DB09-098,-6390.31,-1149,-6390
RBUG02,202011,2020-01-17,DB11-056,-4903.73,0,-4903
RBUN01,201906,2019-08-12,DD06-005,-1491.88,0,-1491
RBUN01,201907,2019-09-10,DD07-003,-1491.88,0,-1491
RBUN01,201908,2019-10-07,DD08-003,-1491.88,0,-1491
RCAE01,201904,2019-06-19,DB04-075,-817.67,-43,-817
RCAE01,201904,2019-06-20,DB04-113,-747.89,0,-747
RCAR01,201905,2019-07-19,DB05-147,-228.0,0,-228
RCAR01,201910,2019-12-14,DB12-073,-702.81,-78,-702
RCON02,201904,2019-06-12,DB04-056,-3578.22,-188,-3578
RCON02,201906,2019-08-16,DB06-066,-124.49,-6,-124
RCON02,201908,2019-10-22,DB08-138,-1539.49,-81,-1539
RCON02,201910,2019-12-13,DB12-067,-5030.48,-264,-5030
RCON02,202011,2020-01-21,DB11-079,-362.75,-19,-362
RCON05,201905,2019-07-01,DB05-007,-1015.74,-112,-1014
RCON05,201908,2019-10-01,DB08-005,-6017.49,-250,-6017
RCON05,201909,2019-11-27,DB09-153,-81.05,-9,-81
RDAR01,202011,2020-01-10,DD11-003,-611.89,-32,-611
RDOE01,201905,2019-07-10,DB05-065,-3363.0,0,-3362
RDOE01,201910,2019-12-02,DB10-012,-1521.84,0,-1521
RDOF02,201903,2019-05-15,DD03-010,-1343.22,0,-1343
RDOF02,201909,2019-11-14,DD09-009,-1550.39,0,-1550
RDUB01,201903,2019-05-24,DD03-015,-1026.0,0,-1026
RFER02,201904,2019-06-20,DB04-104,-820.8,0,-820
RFER02,201910,2019-12-18,DB12-080,-290.93,0,-290
RIBA01,201903,2019-05-21,DD03-013,-39.9,0,-39
RIBA01,201906,2019-08-26,DD06-012,-490.2,0,-490
RIBA01,202011,2020-01-30,DD11-013,-785.11,-41,-785
RKAE01,201903,2019-05-13,DD03-008,-1300.0,0,-1300
RKAE01,201904,2019-06-07,DD04-004,-2200.0,0,-2200
RKAE01,201904,2019-06-13,DD04-008,-2000.0,0,-2000
RKAE01,201904,2019-06-21,DD04-011,-2000.0,0,-2000
